date,group,product,sales
2018-06-14,CA,camping,4719
2018-06-14,CA,hiking,11280
2018-06-14,AU,hobbies,9965
2018-06-15,CA,hiking,11008
2018-06-15,AU,hobbies,11054
2018-06-15,AU,outdoor,7534
2018-06-15,CA,camping,4975
2018-06-15,AU,retail,6572
2018-06-16,CA,camping,5189
2018-06-16,AU,hobbies,10333
2018-06-16,CA,hiking,11020
2018-06-16,AU,retail,7305
2018-06-16,AU,outdoor,8374
2018-06-17,AU,outdoor,7927
2018-06-17,AU,hobbies,10888
2018-06-17,AU,retail,8519
2018-06-17,CA,camping,5504
2018-06-17,CA,hiking,10346
2018-06-18,CA,camping,5520
2018-06-18,CA,hiking,12940
2018-06-18,AU,hobbies,9778
2018-06-18,AU,outdoor,7441
2018-06-18,AU,retail,8290
2018-06-19,AU,retail,6657
2018-06-19,AU,outdoor,8360
2018-06-19,CA,hiking,931
2018-06-19,AU,hobbies,11230
2018-06-19,CA,camping,6972
2018-06-20,AU,hobbies,10260
2018-06-20,AU,outdoor,7707
2018-06-20,CA,camping,3068
2018-06-20,CA,hiking,11119
2018-06-20,AU,retail,7454
2018-06-21,CA,camping,6029
2018-06-21,AU,outdoor,6896
2018-06-21,AU,retail,5326
2018-06-21,CA,hiking,11481
2018-06-21,AU,hobbies,9577
2018-06-22,CA,hiking,0
2018-06-22,CA,camping,5612
2018-06-22,AU,outdoor,8042
2018-06-22,AU,hobbies,12009
2018-06-22,AU,retail,9023
2018-06-23,CA,hiking,10539
2018-06-23,CA,camping,5872
2018-06-23,AU,outdoor,7761
2018-06-23,AU,hobbies,10705
2018-06-23,AU,retail,7717
2018-06-24,CA,camping,5197
2018-06-24,AU,hobbies,11665
2018-06-24,AU,outdoor,6492
2018-06-24,CA,hiking,11124
2018-06-24,AU,retail,7520
2018-06-25,CA,camping,4859
2018-06-25,AU,outdoor,8057
2018-06-25,AU,hobbies,12413
2018-06-25,AU,retail,7929
2018-06-25,CA,hiking,10631
2018-06-26,AU,outdoor,7284
2018-06-26,CA,hiking,10870
2018-06-26,CA,camping,5729
2018-06-26,AU,hobbies,11294
2018-06-26,AU,retail,8251
2018-06-27,AU,retail,6844
2018-06-27,CA,hiking,11053
2018-06-27,AU,hobbies,11714
2018-06-27,AU,outdoor,7020
2018-06-27,CA,camping,4146
2018-06-28,AU,retail,6442
2018-06-28,AU,hobbies,10664
2018-06-28,AU,outdoor,7754
2018-06-28,CA,camping,4551
2018-06-28,CA,hiking,8836
2018-06-29,CA,camping,4596
2018-06-29,AU,hobbies,10723
2018-06-29,AU,outdoor,6717
2018-06-29,CA,hiking,10651
2018-06-29,AU,retail,7495
2018-06-30,AU,retail,6065
2018-06-30,CA,camping,6993
2018-06-30,AU,hobbies,10953
2018-06-30,AU,outdoor,8341
2018-06-30,CA,hiking,10373
2018-07-01,AU,retail,8399
2018-07-01,AU,outdoor,8055
2018-07-01,AU,hobbies,10209
2018-07-01,CA,hiking,9974
2018-07-01,CA,camping,5503
2018-07-02,CA,camping,4510
2018-07-02,AU,outdoor,8558
2018-07-02,CA,hiking,10659
2018-07-02,AU,retail,9074
2018-07-02,AU,hobbies,10038
2018-07-03,AU,outdoor,6886
2018-07-03,AU,retail,0
2018-07-03,AU,hobbies,12032
2018-07-03,CA,hiking,11368
2018-07-03,CA,camping,5225
2018-07-04,CA,hiking,10246
2018-07-04,AU,retail,7284
2018-07-04,CA,camping,5764
2018-07-04,AU,hobbies,13042
2018-07-04,AU,outdoor,5125
2018-07-05,AU,outdoor,5554
2018-07-05,CA,camping,6029
2018-07-05,AU,retail,6057
2018-07-05,CA,hiking,10952
2018-07-05,AU,hobbies,9730
2018-07-06,AU,outdoor,8105
2018-07-06,CA,hiking,10302
2018-07-06,AU,hobbies,12130
2018-07-06,CA,camping,5483
2018-07-06,AU,retail,9424
2018-07-07,AU,hobbies,11517
2018-07-07,CA,camping,5267
2018-07-07,AU,retail,6704
2018-07-07,CA,hiking,10879
2018-07-07,AU,outdoor,7503
2018-07-08,CA,camping,5813
2018-07-08,AU,hobbies,12214
2018-07-08,AU,retail,7923
2018-07-08,CA,hiking,9492
2018-07-08,AU,outdoor,6864
2018-07-09,CA,camping,6695
2018-07-09,AU,retail,8231
2018-07-09,AU,outdoor,8171
2018-07-09,AU,hobbies,11291
2018-07-09,CA,hiking,11523
2018-07-10,AU,hobbies,10499
2018-07-10,CA,camping,7987
2018-07-10,CA,hiking,10967
2018-07-10,AU,outdoor,7568
2018-07-10,AU,retail,7717
2018-07-11,AU,hobbies,11331
2018-07-11,CA,camping,4036
2018-07-11,AU,retail,6673
2018-07-11,AU,outdoor,8137
2018-07-11,CA,hiking,9845
2018-07-12,AU,outdoor,5519
2018-07-12,CA,camping,4397
2018-07-12,AU,hobbies,11080
2018-07-12,AU,retail,7374
2018-07-12,CA,hiking,9422
2018-07-13,CA,hiking,9312
2018-07-13,AU,retail,7364
2018-07-13,CA,camping,7431
2018-07-13,AU,hobbies,12665
2018-07-13,AU,outdoor,7810
2018-07-14,CA,camping,5827
2018-07-14,CA,hiking,11278
2018-07-14,AU,outdoor,6092
2018-07-14,AU,retail,7188
2018-07-14,AU,hobbies,9090
2018-07-15,AU,outdoor,7252
2018-07-15,CA,hiking,10353
2018-07-15,AU,retail,6897
2018-07-15,CA,camping,7144
2018-07-15,AU,hobbies,11548
2018-07-16,CA,camping,5800
2018-07-16,AU,outdoor,6523
2018-07-16,CA,hiking,10716
2018-07-16,AU,hobbies,11302
2018-07-16,AU,retail,7660
2018-07-17,AU,retail,6956
2018-07-17,AU,hobbies,11178
2018-07-17,AU,outdoor,7272
2018-07-17,CA,camping,4983
2018-07-17,CA,hiking,9001
2018-07-18,AU,hobbies,10865
2018-07-18,AU,outdoor,5356
2018-07-18,CA,camping,4440
2018-07-18,CA,hiking,9744
2018-07-18,AU,retail,7119
2018-07-19,AU,hobbies,10526
2018-07-19,AU,outdoor,6931
2018-07-19,CA,camping,4527
2018-07-19,CA,hiking,10721
2018-07-19,AU,retail,6668
2018-07-20,CA,hiking,10852
2018-07-20,AU,retail,8964
2018-07-20,AU,outdoor,6925
2018-07-20,AU,hobbies,10574
2018-07-20,CA,camping,5970
2018-07-21,CA,hiking,11065
2018-07-21,AU,outdoor,4927
2018-07-21,AU,hobbies,9942
2018-07-21,CA,camping,5598
2018-07-21,AU,retail,8815
2018-07-22,AU,outdoor,5297
2018-07-22,CA,camping,4912
2018-07-22,AU,retail,7359
2018-07-22,CA,hiking,9810
2018-07-22,AU,hobbies,11058
2018-07-23,AU,outdoor,7392
2018-07-23,CA,hiking,11028
2018-07-23,AU,hobbies,10779
2018-07-23,AU,retail,7096
2018-07-23,CA,camping,5474
2018-07-24,AU,retail,8605
2018-07-24,CA,hiking,10919
2018-07-24,CA,camping,3683
2018-07-24,AU,outdoor,7343
2018-07-24,AU,hobbies,11441
2018-07-25,CA,hiking,10271
2018-07-25,AU,outdoor,6005
2018-07-25,AU,retail,6050
2018-07-25,AU,hobbies,10983
2018-07-25,CA,camping,4990
2018-07-26,CA,camping,4908
2018-07-26,AU,retail,7095
2018-07-26,AU,outdoor,6187
2018-07-26,AU,hobbies,11635
2018-07-26,CA,hiking,11184
2018-07-27,AU,hobbies,9690
2018-07-27,AU,outdoor,6793
2018-07-27,CA,hiking,10544
2018-07-27,CA,camping,4739
2018-07-27,AU,retail,7740
2018-07-28,CA,hiking,10876
2018-07-28,AU,hobbies,12615
2018-07-28,CA,camping,3670
2018-07-28,AU,outdoor,5875
2018-07-28,AU,retail,9097
2018-07-29,AU,retail,6221
2018-07-29,AU,outdoor,6325
2018-07-29,CA,hiking,10638
2018-07-29,CA,camping,5329
2018-07-29,AU,hobbies,10217
2018-07-30,AU,retail,7246
2018-07-30,AU,hobbies,11368
2018-07-30,CA,hiking,10541
2018-07-30,CA,camping,6140
2018-07-30,AU,outdoor,6640
2018-07-31,CA,camping,6559
2018-07-31,CA,hiking,11341
2018-07-31,AU,outdoor,6473
2018-07-31,AU,hobbies,9599
2018-07-31,AU,retail,8137
2018-08-01,CA,camping,5694
2018-08-01,CA,hiking,11059
2018-08-01,AU,retail,6376
2018-08-01,AU,hobbies,0
2018-08-01,AU,outdoor,5353
2018-08-02,AU,retail,7595
2018-08-02,CA,camping,5770
2018-08-02,CA,hiking,10309
2018-08-02,AU,outdoor,5173
2018-08-02,AU,hobbies,10089
2018-08-03,AU,retail,7948
2018-08-03,CA,camping,6038
2018-08-03,CA,hiking,11491
2018-08-03,AU,outdoor,6517
2018-08-03,AU,hobbies,10753
2018-08-04,AU,outdoor,5738
2018-08-04,CA,hiking,10372
2018-08-04,AU,hobbies,10051
2018-08-04,CA,camping,6369
2018-08-04,AU,retail,6497
2018-08-05,CA,hiking,10107
2018-08-05,AU,hobbies,10307
2018-08-05,AU,retail,6845
2018-08-05,AU,outdoor,5264
2018-08-05,CA,camping,6803
2018-08-06,CA,camping,5994
2018-08-06,AU,retail,7503
2018-08-06,CA,hiking,9928
2018-08-06,AU,outdoor,5565
2018-08-06,AU,hobbies,11539
2018-08-07,CA,camping,7085
2018-08-07,AU,hobbies,10628
2018-08-07,AU,outdoor,4614
2018-08-07,CA,hiking,10810
2018-08-07,AU,retail,7493
2018-08-08,AU,retail,5521
2018-08-08,AU,hobbies,10198
2018-08-08,CA,camping,163
2018-08-08,CA,hiking,10331
2018-08-08,AU,outdoor,4924
2018-08-09,AU,hobbies,10569
2018-08-09,AU,retail,5898
2018-08-09,CA,hiking,10798
2018-08-09,CA,camping,4510
2018-08-09,AU,outdoor,6326
2018-08-10,AU,hobbies,9638
2018-08-10,AU,outdoor,5236
2018-08-10,AU,retail,6377
2018-08-10,CA,camping,7335
2018-08-10,CA,hiking,11129
2018-08-11,AU,hobbies,9901
2018-08-11,CA,camping,7201
2018-08-11,AU,retail,5385
2018-08-11,CA,hiking,9022
2018-08-11,AU,outdoor,6956
2018-08-12,AU,hobbies,11499
2018-08-12,AU,retail,5366
2018-08-12,AU,outdoor,4266
2018-08-12,CA,camping,6014
2018-08-12,CA,hiking,11078
2018-08-13,AU,hobbies,10984
2018-08-13,AU,retail,5625
2018-08-13,CA,camping,7459
2018-08-13,AU,outdoor,5099
2018-08-13,CA,hiking,8976
2018-08-14,CA,camping,6496
2018-08-14,AU,retail,6995
2018-08-14,AU,hobbies,9227
2018-08-14,AU,outdoor,5311
2018-08-14,CA,hiking,8955
2018-08-15,AU,hobbies,11377
2018-08-15,AU,outdoor,4633
2018-08-15,CA,hiking,10589
2018-08-15,CA,camping,6557
2018-08-15,AU,retail,5046
2018-08-16,CA,hiking,9438
2018-08-16,AU,hobbies,9053
2018-08-16,AU,retail,4494
2018-08-16,AU,outdoor,4698
2018-08-16,CA,camping,6254
2018-08-17,AU,hobbies,10604
2018-08-17,CA,hiking,9156
2018-08-17,AU,retail,6890
2018-08-17,AU,outdoor,4729
2018-08-17,CA,camping,7732
2018-08-18,CA,camping,7097
2018-08-18,AU,hobbies,10408
2018-08-18,AU,retail,4776
2018-08-18,AU,outdoor,4281
2018-08-18,CA,hiking,10895
2018-08-19,AU,hobbies,10741
2018-08-19,AU,outdoor,6536
2018-08-19,CA,camping,7829
2018-08-19,CA,hiking,8257
2018-08-19,AU,retail,5138
2018-08-20,AU,outdoor,4615
2018-08-20,CA,hiking,9445
2018-08-20,AU,retail,5850
2018-08-20,AU,hobbies,11923
2018-08-20,CA,camping,8461
2018-08-21,AU,hobbies,12396
2018-08-21,AU,retail,5078
2018-08-21,AU,outdoor,6192
2018-08-21,CA,hiking,10017
2018-08-21,CA,camping,6663
2018-08-22,CA,camping,8242
2018-08-22,AU,retail,5008
2018-08-22,CA,hiking,8357
2018-08-22,AU,hobbies,10140
2018-08-22,AU,outdoor,4111
2018-08-23,CA,camping,9148
2018-08-23,AU,outdoor,4146
2018-08-23,AU,retail,4389
2018-08-23,AU,hobbies,9611
2018-08-23,CA,hiking,9121
2018-08-24,AU,retail,4652
2018-08-24,AU,outdoor,3890
2018-08-24,CA,hiking,8970
2018-08-24,AU,hobbies,11163
2018-08-24,CA,camping,9960
2018-08-25,CA,hiking,10736
2018-08-25,AU,retail,4948
2018-08-25,AU,hobbies,9495
2018-08-25,AU,outdoor,4973
2018-08-25,CA,camping,9933
2018-08-26,AU,retail,5023
2018-08-26,AU,hobbies,10101
2018-08-26,CA,hiking,10454
2018-08-26,CA,camping,11592
2018-08-26,AU,outdoor,3636
2018-08-27,AU,retail,4626
2018-08-27,AU,hobbies,11933
2018-08-27,CA,hiking,10944
2018-08-27,AU,outdoor,3722
2018-08-27,CA,camping,9583
2018-08-28,CA,camping,8764
2018-08-28,AU,hobbies,8996
2018-08-28,AU,retail,4272
2018-08-28,AU,outdoor,4000
2018-08-28,CA,hiking,10210
2018-08-29,AU,outdoor,4484
2018-08-29,CA,camping,8318
2018-08-29,AU,retail,3968
2018-08-29,AU,hobbies,10843
2018-08-29,CA,hiking,9874
2018-08-30,CA,camping,8843
2018-08-30,AU,hobbies,10905
2018-08-30,AU,retail,4247
2018-08-30,CA,hiking,9781
2018-08-30,AU,outdoor,3404
2018-08-31,CA,camping,9332
2018-08-31,AU,outdoor,5306
2018-08-31,AU,hobbies,10685
2018-08-31,AU,retail,5365
2018-08-31,CA,hiking,10317
2018-09-01,CA,camping,10013
2018-09-01,AU,hobbies,10243
2018-09-01,AU,retail,4690
2018-09-01,CA,hiking,10879
2018-09-01,AU,outdoor,3434
2018-09-02,AU,outdoor,5395
2018-09-02,CA,camping,10535
2018-09-02,AU,retail,4530
2018-09-02,CA,hiking,10574
2018-09-02,AU,hobbies,9344
2018-09-03,AU,retail,5490
2018-09-03,CA,camping,8625
2018-09-03,CA,hiking,10735
2018-09-03,AU,hobbies,11252
2018-09-03,AU,outdoor,4782
2018-09-04,CA,hiking,12293
2018-09-04,AU,retail,5341
2018-09-04,CA,camping,8608
2018-09-04,AU,hobbies,11170
2018-09-04,AU,outdoor,4427
2018-09-05,AU,retail,3574
2018-09-05,CA,camping,8158
2018-09-05,AU,hobbies,10133
2018-09-05,CA,hiking,12193
2018-09-05,AU,outdoor,2958
2018-09-06,CA,hiking,11374
2018-09-06,CA,camping,9612
2018-09-06,AU,retail,2989
2018-09-06,AU,hobbies,9407
2018-09-06,AU,outdoor,4673
2018-09-07,CA,camping,7731
2018-09-07,AU,hobbies,10912
2018-09-07,AU,outdoor,4680
2018-09-07,CA,hiking,11942
2018-09-07,AU,retail,5129
2018-09-08,CA,camping,7491
2018-09-08,AU,hobbies,10724
2018-09-08,AU,retail,4206
2018-09-08,CA,hiking,12527
2018-09-08,AU,outdoor,3678
2018-09-09,AU,retail,3062
2018-09-09,AU,hobbies,9389
2018-09-09,AU,outdoor,2028
2018-09-09,CA,hiking,10687
2018-09-09,CA,camping,9561
2018-09-10,AU,retail,4893
2018-09-10,AU,hobbies,9372
2018-09-10,AU,outdoor,3262
2018-09-10,CA,hiking,11660
2018-09-10,CA,camping,9394
2018-09-11,AU,retail,6458
2018-09-11,AU,hobbies,9730
2018-09-11,CA,hiking,13007
2018-09-11,CA,camping,7447
2018-09-11,AU,outdoor,2811
2018-09-12,CA,camping,7520
2018-09-12,AU,outdoor,2872
2018-09-12,AU,retail,4382
2018-09-12,CA,hiking,12706
2018-09-12,AU,hobbies,9536
2018-09-13,CA,camping,9495
2018-09-13,AU,outdoor,3081
2018-09-13,AU,hobbies,10370
2018-09-13,AU,retail,3719
2018-09-13,CA,hiking,11933
2018-09-14,AU,hobbies,9346
2018-09-14,AU,retail,5955
2018-09-14,CA,hiking,12091
2018-09-14,CA,camping,7452
2018-09-14,AU,outdoor,2913
2018-09-15,AU,retail,3855
2018-09-15,AU,outdoor,3794
2018-09-15,CA,camping,8677
2018-09-15,CA,hiking,13135
2018-09-15,AU,hobbies,10576
2018-09-16,AU,retail,4610
2018-09-16,AU,outdoor,1956
2018-09-16,CA,hiking,12930
2018-09-16,CA,camping,9243
2018-09-16,AU,hobbies,9435
2018-09-17,AU,hobbies,9529
2018-09-17,CA,camping,8018
2018-09-17,AU,outdoor,3293
2018-09-17,CA,hiking,13509
2018-09-17,AU,retail,5877
2018-09-18,CA,camping,9687
2018-09-18,AU,hobbies,10256
2018-09-18,AU,outdoor,3935
2018-09-18,AU,retail,5013
2018-09-18,CA,hiking,13509
2018-09-19,AU,retail,5649
2018-09-19,CA,hiking,13044
2018-09-19,AU,outdoor,1413
2018-09-19,CA,camping,9289
2018-09-19,AU,hobbies,9054
2018-09-20,CA,camping,6859
2018-09-20,CA,hiking,12974
2018-09-20,AU,hobbies,9444
2018-09-20,AU,retail,3328
2018-09-20,AU,outdoor,1624
2018-09-21,AU,retail,5338
2018-09-21,CA,camping,6485
2018-09-21,AU,outdoor,2356
2018-09-21,CA,hiking,13005
2018-09-21,AU,hobbies,8957
2018-09-22,AU,retail,3954
2018-09-22,CA,camping,7629
2018-09-22,AU,outdoor,63
2018-09-22,CA,hiking,13694
2018-09-22,AU,hobbies,9680
2018-09-23,CA,camping,8618
2018-09-23,AU,outdoor,2610
2018-09-23,CA,hiking,11713
2018-09-23,AU,hobbies,9883
2018-09-23,AU,retail,4144
2018-09-24,CA,hiking,14205
2018-09-24,AU,hobbies,9327
2018-09-24,AU,retail,5227
2018-09-24,CA,camping,7146
2018-09-24,AU,outdoor,1914
2018-09-25,AU,hobbies,8954
2018-09-25,CA,camping,7523
2018-09-25,AU,retail,3591
2018-09-25,AU,outdoor,2098
2018-09-25,CA,hiking,13042
2018-09-26,AU,outdoor,3153
2018-09-26,AU,retail,2520
2018-09-26,CA,camping,7379
2018-09-26,CA,hiking,12910
2018-09-26,AU,hobbies,9292
2018-09-27,AU,retail,4736
2018-09-27,CA,hiking,14496
2018-09-27,AU,hobbies,8468
2018-09-27,CA,camping,7334
2018-09-27,AU,outdoor,2025
2018-09-28,CA,hiking,14573
2018-09-28,AU,retail,4360
2018-09-28,CA,camping,8544
2018-09-28,AU,outdoor,1980
2018-09-28,AU,hobbies,8409
2018-09-29,AU,retail,4408
2018-09-29,CA,camping,7384
2018-09-29,AU,outdoor,4076
2018-09-29,AU,hobbies,8855
2018-09-29,CA,hiking,13215
2018-09-30,AU,outdoor,2103
2018-09-30,AU,retail,3390
2018-09-30,AU,hobbies,8801
2018-09-30,CA,hiking,12136
2018-09-30,CA,camping,5952
2018-10-01,AU,retail,4500
2018-10-01,CA,hiking,13944
2018-10-01,AU,outdoor,2767
2018-10-01,CA,camping,7485
2018-10-01,AU,hobbies,7263
2018-10-02,CA,hiking,12899
2018-10-02,AU,outdoor,2066
2018-10-02,CA,camping,6398
2018-10-02,AU,hobbies,9785
2018-10-02,AU,retail,4709
2018-10-03,CA,camping,4965
2018-10-03,AU,retail,1320
2018-10-03,AU,hobbies,8217
2018-10-03,AU,outdoor,1900
2018-10-03,CA,hiking,13138
2018-10-04,AU,outdoor,2925
2018-10-04,CA,camping,8379
2018-10-04,AU,hobbies,8558
2018-10-04,AU,retail,685
2018-10-04,CA,hiking,12983
2018-10-05,AU,hobbies,8702
2018-10-05,CA,camping,7850
2018-10-05,CA,hiking,13019
2018-10-05,AU,outdoor,2364
2018-10-05,AU,retail,3805
2018-10-06,AU,retail,4203
2018-10-06,CA,camping,7622
2018-10-06,AU,outdoor,798
2018-10-06,AU,hobbies,8390
2018-10-06,CA,hiking,13492
2018-10-07,CA,hiking,14370
2018-10-07,AU,retail,3509
2018-10-07,AU,outdoor,3173
2018-10-07,CA,camping,7252
2018-10-07,AU,hobbies,8034
2018-10-08,AU,retail,3266
2018-10-08,AU,hobbies,7385
2018-10-08,CA,camping,8213
2018-10-08,CA,hiking,13156
2018-10-08,AU,outdoor,2623
2018-10-09,CA,camping,6283
2018-10-09,CA,hiking,13519
2018-10-09,AU,hobbies,6989
2018-10-09,AU,retail,4135
2018-10-09,AU,outdoor,2929
2018-10-10,CA,camping,7010
2018-10-10,AU,hobbies,10081
2018-10-10,CA,hiking,11015
2018-10-10,AU,retail,2027
2018-10-10,AU,outdoor,4097
2018-10-11,AU,retail,3924
2018-10-11,CA,camping,7146
2018-10-11,CA,hiking,14054
2018-10-11,AU,hobbies,9447
2018-10-11,AU,outdoor,2378
2018-10-12,AU,outdoor,2527
2018-10-12,AU,retail,5002
2018-10-12,CA,camping,7186
2018-10-12,CA,hiking,12738
2018-10-12,AU,hobbies,9849
2018-10-13,CA,hiking,12486
2018-10-13,AU,hobbies,8402
2018-10-13,AU,outdoor,0
2018-10-13,AU,retail,4049
2018-10-13,CA,camping,6271
2018-10-14,CA,hiking,13195
2018-10-14,AU,outdoor,1896
2018-10-14,AU,retail,2599
2018-10-14,AU,hobbies,8709
2018-10-14,CA,camping,8826
2018-10-15,CA,camping,8471
2018-10-15,AU,hobbies,8343
2018-10-15,AU,outdoor,3808
2018-10-15,AU,retail,2362
2018-10-15,CA,hiking,12988
2018-10-16,AU,outdoor,2907
2018-10-16,AU,hobbies,8019
2018-10-16,CA,camping,8364
2018-10-16,CA,hiking,12220
2018-10-16,AU,retail,3895
2018-10-17,AU,retail,3409
2018-10-17,CA,camping,8830
2018-10-17,AU,outdoor,2920
2018-10-17,CA,hiking,12199
2018-10-17,AU,hobbies,8918
2018-10-18,AU,outdoor,1905
2018-10-18,AU,hobbies,7506
2018-10-18,CA,hiking,10839
2018-10-18,AU,retail,2936
2018-10-18,CA,camping,9520
2018-10-19,AU,outdoor,4132
2018-10-19,CA,hiking,12035
2018-10-19,AU,hobbies,8016
2018-10-19,AU,retail,3233
2018-10-19,CA,camping,8425
2018-10-20,AU,outdoor,2512
2018-10-20,AU,retail,3535
2018-10-20,AU,hobbies,8076
2018-10-20,CA,hiking,10396
2018-10-20,CA,camping,9062
2018-10-21,AU,outdoor,3282
2018-10-21,AU,retail,3203
2018-10-21,AU,hobbies,9618
2018-10-21,CA,hiking,11136
2018-10-21,CA,camping,8399
2018-10-22,CA,hiking,10807
2018-10-22,AU,hobbies,7281
2018-10-22,AU,outdoor,2976
2018-10-22,AU,retail,2943
2018-10-22,CA,camping,9519
2018-10-23,CA,camping,9034
2018-10-23,AU,retail,3402
2018-10-23,AU,hobbies,8533
2018-10-23,AU,outdoor,3309
2018-10-23,CA,hiking,12535
2018-10-24,CA,hiking,11679
2018-10-24,AU,retail,1077
2018-10-24,CA,camping,8749
2018-10-24,AU,hobbies,6140
2018-10-24,AU,outdoor,2573
2018-10-25,CA,camping,9758
2018-10-25,AU,outdoor,3820
2018-10-25,AU,hobbies,8929
2018-10-25,AU,retail,3220
2018-10-25,CA,hiking,10118
2018-10-26,CA,camping,10671
2018-10-26,AU,outdoor,3502
2018-10-26,CA,hiking,11001
2018-10-26,AU,retail,5171
2018-10-26,AU,hobbies,7364
2018-10-27,AU,retail,4787
2018-10-27,AU,hobbies,9908
2018-10-27,CA,camping,10055
2018-10-27,CA,hiking,10762
2018-10-27,AU,outdoor,2822
2018-10-28,AU,retail,3203
2018-10-28,AU,hobbies,8347
2018-10-28,CA,hiking,10219
2018-10-28,CA,camping,9487
2018-10-28,AU,outdoor,2834
2018-10-29,CA,hiking,10846
2018-10-29,AU,hobbies,7060
2018-10-29,CA,camping,11518
2018-10-29,AU,retail,3464
2018-10-29,AU,outdoor,3175
2018-10-30,AU,hobbies,8631
2018-10-30,CA,camping,10397
2018-10-30,CA,hiking,11377
2018-10-30,AU,outdoor,3182
2018-10-30,AU,retail,3087
2018-10-31,CA,hiking,11002
2018-10-31,CA,camping,10815
2018-10-31,AU,hobbies,10438
2018-10-31,AU,outdoor,1379
2018-10-31,AU,retail,2646
2018-11-01,AU,outdoor,3644
2018-11-01,AU,retail,2316
2018-11-01,CA,hiking,11581
2018-11-01,AU,hobbies,7575
2018-11-01,CA,camping,10800
2018-11-02,AU,hobbies,9353
2018-11-02,CA,hiking,9892
2018-11-02,AU,retail,3627
2018-11-02,AU,outdoor,3929
2018-11-02,CA,camping,11055
2018-11-03,CA,camping,11317
2018-11-03,AU,outdoor,3611
2018-11-03,CA,hiking,10126
2018-11-03,AU,hobbies,9221
2018-11-03,AU,retail,2720
2018-11-04,AU,hobbies,9586
2018-11-04,AU,outdoor,3003
2018-11-04,AU,retail,2535
2018-11-04,CA,hiking,10078
2018-11-04,CA,camping,11112
2018-11-05,AU,outdoor,3131
2018-11-05,AU,hobbies,8346
2018-11-05,CA,hiking,10683
2018-11-05,AU,retail,4080
2018-11-05,CA,camping,11706
2018-11-06,CA,camping,11008
2018-11-06,CA,hiking,10577
2018-11-06,AU,retail,3916
2018-11-06,AU,outdoor,2791
2018-11-06,AU,hobbies,8645
2018-11-07,AU,hobbies,8663
2018-11-07,CA,hiking,11321
2018-11-07,CA,camping,11322
2018-11-07,AU,retail,2632
2018-11-07,AU,outdoor,871
2018-11-08,CA,hiking,10764
2018-11-08,AU,retail,3389
2018-11-08,AU,outdoor,2521
2018-11-08,CA,camping,10456
2018-11-08,AU,hobbies,9134
2018-11-09,AU,outdoor,2187
2018-11-09,CA,camping,10738
2018-11-09,AU,retail,3584
2018-11-09,AU,hobbies,7634
2018-11-09,CA,hiking,10797
2018-11-10,CA,camping,10923
2018-11-10,CA,hiking,11138
2018-11-10,AU,outdoor,1890
2018-11-10,AU,hobbies,7189
2018-11-10,AU,retail,4219
2018-11-11,CA,hiking,10895
2018-11-11,AU,outdoor,3364
2018-11-11,AU,hobbies,8765
2018-11-11,CA,camping,0
2018-11-11,AU,retail,3850
2018-11-12,AU,outdoor,3506
2018-11-12,CA,hiking,10703
2018-11-12,AU,hobbies,6752
2018-11-12,CA,camping,10455
2018-11-12,AU,retail,4927
2018-11-13,CA,hiking,12770
2018-11-13,CA,camping,10982
2018-11-13,AU,outdoor,3657
2018-11-13,AU,hobbies,8628
2018-11-13,AU,retail,3358
2018-11-14,AU,hobbies,7794
2018-11-14,AU,retail,3508
2018-11-14,CA,hiking,10467
2018-11-14,CA,camping,11235
2018-11-14,AU,outdoor,2996
2018-11-15,AU,hobbies,8619
2018-11-15,CA,hiking,11440
2018-11-15,AU,retail,3682
2018-11-15,CA,camping,11502
2018-11-15,AU,outdoor,1082
2018-11-16,AU,retail,2336
2018-11-16,CA,hiking,12179
2018-11-16,CA,camping,10387
2018-11-16,AU,outdoor,144
2018-11-16,AU,hobbies,8212
2018-11-17,AU,hobbies,8774
2018-11-17,CA,camping,136
2018-11-17,AU,retail,4010
2018-11-17,CA,hiking,12155
2018-11-17,AU,outdoor,2939
2018-11-18,CA,camping,9945
2018-11-18,AU,retail,3935
2018-11-18,CA,hiking,10022
2018-11-18,AU,outdoor,1777
2018-11-18,AU,hobbies,8682
2018-11-19,CA,camping,9793
2018-11-19,AU,hobbies,6602
2018-11-19,AU,outdoor,3113
2018-11-19,CA,hiking,11641
2018-11-19,AU,retail,5517
2018-11-20,CA,hiking,12083
2018-11-20,CA,camping,1216
2018-11-20,AU,retail,5386
2018-11-20,AU,outdoor,3343
2018-11-20,AU,hobbies,7368
2018-11-21,AU,hobbies,6615
2018-11-21,AU,retail,4082
2018-11-21,AU,outdoor,1975
2018-11-21,CA,camping,9970
2018-11-21,CA,hiking,13013
2018-11-22,AU,retail,2766
2018-11-22,CA,hiking,12617
2018-11-22,CA,camping,9405
2018-11-22,AU,outdoor,2906
2018-11-22,AU,hobbies,7514
2018-11-23,AU,retail,5065
2018-11-23,CA,camping,9855
2018-11-23,AU,outdoor,1873
2018-11-23,AU,hobbies,7691
2018-11-23,CA,hiking,11905
2018-11-24,CA,camping,0
2018-11-24,CA,hiking,11859
2018-11-24,AU,outdoor,2796
2018-11-24,AU,retail,5524
2018-11-24,AU,hobbies,8193
2018-11-25,CA,camping,10126
2018-11-25,AU,retail,4249
2018-11-25,CA,hiking,11500
2018-11-25,AU,hobbies,8333
2018-11-25,AU,outdoor,874
