date,location,product,sales,promo_multiplier,days_in_promo
2018-05-12,CA,hiking,9697,1,0
2018-05-13,AU,retail,6098,1,0
2018-05-13,AU,outdoor,8135,1,0
2018-05-13,CA,camping,3786,1,0
2018-05-13,AU,hobbies,11756,1,0
2018-05-13,CA,hiking,9198,1,0
2018-05-14,CA,hiking,9901,1,0
2018-05-14,CA,camping,2975,1,0
2018-05-14,AU,hobbies,12605,1,0
2018-05-14,AU,retail,7967,1,0
2018-05-14,AU,outdoor,7690,1,0
2018-05-15,CA,hiking,8973,1,0
2018-05-15,CA,camping,4859,1,0
2018-05-15,AU,hobbies,11131,1,0
2018-05-15,AU,retail,8864,1,0
2018-05-15,AU,outdoor,8432,1,0
2018-05-16,AU,outdoor,8748,1,0
2018-05-16,CA,hiking,10297,1,0
2018-05-16,AU,hobbies,12573,1,0
2018-05-16,CA,camping,4273,1,0
2018-05-16,AU,retail,6340,1,0
2018-05-17,AU,outdoor,7685,1,0
2018-05-17,AU,hobbies,10364,1,0
2018-05-17,AU,retail,8599,1,0
2018-05-17,CA,camping,4018,1,0
2018-05-17,CA,hiking,10557,1,0
2018-05-18,CA,camping,4740,1,0
2018-05-18,AU,retail,7134,1,0
2018-05-18,AU,hobbies,12700,1,0
2018-05-18,CA,hiking,9838,1,0
2018-05-18,AU,outdoor,7025,1,0
2018-05-19,AU,hobbies,11447,1,0
2018-05-19,CA,hiking,9881,1,0
2018-05-19,AU,outdoor,8964,1,0
2018-05-19,AU,retail,7295,1,0
2018-05-19,CA,camping,1547,1,0
2018-05-20,CA,hiking,10988,1,0
2018-05-20,AU,outdoor,8104,1,0
2018-05-20,AU,retail,6826,1,0
2018-05-20,AU,hobbies,10213,1,0
2018-05-20,CA,camping,3780,1,0
2018-05-21,AU,retail,7496,1,0
2018-05-21,AU,outdoor,7060,1,0
2018-05-21,AU,hobbies,11108,1,0
2018-05-21,CA,camping,4328,1,0
2018-05-21,CA,hiking,11813,1,0
2018-05-22,AU,retail,8060,1,0
2018-05-22,AU,outdoor,6256,1,0
2018-05-22,CA,camping,4717,1,0
2018-05-22,CA,hiking,11823,1,0
2018-05-22,AU,hobbies,12485,1,0
2018-05-23,AU,hobbies,11296,1,0
2018-05-23,CA,camping,3473,1,0
2018-05-23,CA,hiking,11658,1,0
2018-05-23,AU,retail,6236,1,0
2018-05-23,AU,outdoor,7538,1,0
2018-05-24,CA,hiking,11449,1,0
2018-05-24,AU,hobbies,10273,1,0
2018-05-24,AU,outdoor,6657,1,0
2018-05-24,AU,retail,7875,1,0
2018-05-24,CA,camping,2893,1,0
2018-05-25,AU,outdoor,6592,1,0
2018-05-25,CA,hiking,11821,1,0
2018-05-25,AU,hobbies,11298,1,0
2018-05-25,AU,retail,6389,1,0
2018-05-25,CA,camping,3748,1,0
2018-05-26,AU,hobbies,10368,1,0
2018-05-26,AU,retail,6695,1,0
2018-05-26,CA,hiking,13655,1,0
2018-05-26,CA,camping,3695,1,0
2018-05-26,AU,outdoor,6623,1,0
2018-05-27,AU,hobbies,13032,1,0
2018-05-27,CA,camping,4435,1,0
2018-05-27,AU,retail,7600,1,0
2018-05-27,CA,hiking,10880,1,0
2018-05-27,AU,outdoor,8173,1,0
2018-05-28,AU,hobbies,11576,1,0
2018-05-28,AU,outdoor,7709,1,0
2018-05-28,CA,camping,2759,1,0
2018-05-28,AU,retail,7538,1,0
2018-05-28,CA,hiking,13161,1,0
2018-05-29,CA,hiking,11755,1,0
2018-05-29,AU,hobbies,11399,1,0
2018-05-29,CA,camping,3750,1,0
2018-05-29,AU,outdoor,7353,1,0
2018-05-29,AU,retail,6741,1,0
2018-05-30,CA,camping,3471,1,0
2018-05-30,AU,hobbies,12083,1,0
2018-05-30,CA,hiking,12756,1,0
2018-05-30,AU,outdoor,6440,1,0
2018-05-30,AU,retail,7499,1,0
2018-05-31,CA,camping,4434,1,0
2018-05-31,CA,hiking,12147,1,0
2018-05-31,AU,hobbies,11885,1,0
2018-05-31,AU,outdoor,6415,1,0
2018-05-31,AU,retail,0,1,0
2018-06-01,CA,camping,4922,1,0
2018-06-01,AU,hobbies,10417,1,0
2018-06-01,AU,outdoor,6496,1,0
2018-06-01,CA,hiking,12079,1,0
2018-06-01,AU,retail,0,1,0
2018-06-02,CA,hiking,12417,1,0
2018-06-02,AU,retail,6622,1,0
2018-06-02,AU,outdoor,7869,1.075587418,1
2018-06-02,CA,camping,4306,1,0
2018-06-02,AU,hobbies,10967,1,0
2018-06-03,CA,hiking,11705,1,0
2018-06-03,CA,camping,3436,1,0
2018-06-03,AU,outdoor,8400,1.189709651,2
2018-06-03,AU,retail,6008,1,0
2018-06-03,AU,hobbies,10770,1,0
2018-06-04,AU,hobbies,11780,1,0
2018-06-04,CA,camping,3480,1,0
2018-06-04,AU,outdoor,8880,1.260097261,3
2018-06-04,CA,hiking,12344,1,0
2018-06-04,AU,retail,5964,1,0
2018-06-05,AU,retail,8996,1,0
2018-06-05,CA,hiking,12477,1,0
2018-06-05,CA,camping,3214,1,0
2018-06-05,AU,hobbies,9444,1,0
2018-06-05,AU,outdoor,9602,1.294490472,4
2018-06-06,CA,hiking,10610,1,0
2018-06-06,CA,camping,4636,1,0
2018-06-06,AU,hobbies,11617,1,0
2018-06-06,AU,outdoor,8949,1.306305495,5
2018-06-06,AU,retail,5731,1,0
2018-06-07,CA,hiking,12891,1,0
2018-06-07,CA,camping,4721,1,0
2018-06-07,AU,hobbies,11145,1,0
2018-06-07,AU,outdoor,10256,1.30483192,6
2018-06-07,AU,retail,5627,1,0
2018-06-08,CA,camping,5663,1,0
2018-06-08,AU,retail,7162,1,0
2018-06-08,CA,hiking,11931,1,0
2018-06-08,AU,hobbies,10651,1,0
2018-06-08,AU,outdoor,7788,1.29581952,7
2018-06-09,AU,hobbies,12005,1,0
2018-06-09,AU,retail,5656,1,0
2018-06-09,CA,hiking,10740,1,0
2018-06-09,AU,outdoor,8786,1.282745028,8
2018-06-09,CA,camping,2916,1,0
2018-06-10,CA,camping,3687,1,0
2018-06-10,AU,outdoor,9294,1.26770148,9
2018-06-10,AU,retail,6288,1,0
2018-06-10,AU,hobbies,10568,1,0
2018-06-10,CA,hiking,10666,1,0
2018-06-11,CA,hiking,11780,1,0
2018-06-11,CA,camping,4669,1,0
2018-06-11,AU,hobbies,10024,1,0
2018-06-11,AU,outdoor,9164,1.251944925,10
2018-06-11,AU,retail,6612,1,0
2018-06-12,AU,hobbies,11533,1,0
2018-06-12,CA,camping,4689,1,0
2018-06-12,AU,retail,9334,1,0
2018-06-12,AU,outdoor,10049,1.236222015,11
2018-06-12,CA,hiking,11140,1,0
2018-06-13,CA,hiking,11619,1,0
2018-06-13,AU,outdoor,6313,1.220966792,12
2018-06-13,AU,retail,6953,1,0
2018-06-13,CA,camping,3830,1,0
2018-06-13,AU,hobbies,10607,1,0
2018-06-14,AU,retail,5868,1,0
2018-06-14,AU,outdoor,7883,1.206420168,13
2018-06-14,CA,camping,4683,1,0
2018-06-14,CA,hiking,11144,1,0
2018-06-14,AU,hobbies,10466,1,0
2018-06-15,CA,hiking,11269,1,0
2018-06-15,AU,hobbies,9326,1,0
2018-06-15,AU,outdoor,11094,1.192703418,14
2018-06-15,CA,camping,5536,1,0
2018-06-15,AU,retail,7615,1,0
2018-06-16,CA,camping,4985,1,0
2018-06-16,AU,hobbies,9924,1,0
2018-06-16,CA,hiking,11252,1,0
2018-06-16,AU,retail,7281,1,0
2018-06-16,AU,outdoor,9940,1.179863906,15
2018-06-17,AU,outdoor,10360,1.167903834,16
2018-06-17,AU,hobbies,11633,1,0
2018-06-17,AU,retail,5390,1,0
2018-06-17,CA,camping,4831,1,0
2018-06-17,CA,hiking,10991,1,0
2018-06-18,CA,camping,5122,1,0
2018-06-18,CA,hiking,11049,1,0
2018-06-18,AU,hobbies,9382,1,0
2018-06-18,AU,outdoor,9747,1.156798448,17
2018-06-18,AU,retail,5997,1,0
2018-06-19,AU,retail,6185,1,0
2018-06-19,AU,outdoor,7747,1.146507609,18
2018-06-19,CA,hiking,10891,1,0
2018-06-19,AU,hobbies,9971,1,0
2018-06-19,CA,camping,4716,1,0
2018-06-20,AU,hobbies,11238,1,0
2018-06-20,AU,outdoor,7837,1.136983151,19
2018-06-20,CA,camping,5681,1,0
2018-06-20,CA,hiking,9592,1,0
2018-06-20,AU,retail,6199,1,0
2018-06-21,CA,camping,5330,1,0
2018-06-21,AU,outdoor,7582,1.128173531,20
2018-06-21,AU,retail,6439,1,0
2018-06-21,CA,hiking,9099,1,0
2018-06-21,AU,hobbies,11470,1,0
2018-06-22,CA,hiking,10385,1,0
2018-06-22,CA,camping,5578,1,0
2018-06-22,AU,outdoor,9279,1.120026738,21
2018-06-22,AU,hobbies,11376,1,0
2018-06-22,AU,retail,7278,1,0
2018-06-23,CA,hiking,9704,1,0
2018-06-23,CA,camping,6679,1,0
2018-06-23,AU,outdoor,7235,1.112492063,22
2018-06-23,AU,hobbies,10972,1,0
2018-06-23,AU,retail,5813,1,0
2018-06-24,CA,camping,6419,1,0
2018-06-24,AU,hobbies,11512,1,0
2018-06-24,AU,outdoor,6449,1.105521135,23
2018-06-24,CA,hiking,10596,1,0
2018-06-24,AU,retail,7175,1,0
2018-06-25,CA,camping,562,1,0
2018-06-25,AU,outdoor,8872,1.099068477,24
2018-06-25,AU,hobbies,10087,1,0
2018-06-25,AU,retail,7466,1,0
2018-06-25,CA,hiking,11914,1,0
2018-06-26,AU,outdoor,7355,1.09309176,25
2018-06-26,CA,hiking,10587,1,0
2018-06-26,CA,camping,7008,1,0
2018-06-26,AU,hobbies,10100,1,0
2018-06-26,AU,retail,6324,1,0
2018-06-27,AU,retail,5390,1,0
2018-06-27,CA,hiking,10458,1,0
2018-06-27,AU,hobbies,9908,1,0
2018-06-27,AU,outdoor,0,1.087551854,26
2018-06-27,CA,camping,6786,1,0
2018-06-28,AU,retail,6582,1,0
2018-06-28,AU,hobbies,10150,1,0
2018-06-28,AU,outdoor,8055,1.082412766,27
2018-06-28,CA,camping,5686,1,0
2018-06-28,CA,hiking,10409,1,0
2018-06-29,CA,camping,7353,1,0
2018-06-29,AU,hobbies,11267,1,0
2018-06-29,AU,outdoor,10035,1.0776415,28
2018-06-29,CA,hiking,10595,1,0
2018-06-29,AU,retail,7177,1,0
2018-06-30,AU,retail,9053,1,0
2018-06-30,CA,camping,5776,1,0
2018-06-30,AU,hobbies,10055,1,0
2018-06-30,AU,outdoor,10135,1.073207876,29
2018-06-30,CA,hiking,9669,1,0
2018-07-01,AU,retail,6213,1,0
2018-07-01,AU,outdoor,6830,1,0
2018-07-01,AU,hobbies,10863,1,0
2018-07-01,CA,hiking,10657,1,0
2018-07-01,CA,camping,3911,1,0
2018-07-02,CA,camping,6995,1,0
2018-07-02,AU,outdoor,7287,1,0
2018-07-02,CA,hiking,9943,1,0
2018-07-02,AU,retail,9098,1,0
2018-07-02,AU,hobbies,11111,1,0
2018-07-03,AU,outdoor,8036,1,0
2018-07-03,AU,retail,7582,1,0
2018-07-03,AU,hobbies,11552,1,0
2018-07-03,CA,hiking,11506,1,0
2018-07-03,CA,camping,4336,1,0
2018-07-04,CA,hiking,10737,1,0
2018-07-04,AU,retail,7776,1,0
2018-07-04,CA,camping,5979,1,0
2018-07-04,AU,hobbies,10243,1,0
2018-07-04,AU,outdoor,6100,1,0
2018-07-05,AU,outdoor,9059,1,0
2018-07-05,CA,camping,5181,1,0
2018-07-05,AU,retail,8166,1,0
2018-07-05,CA,hiking,10410,1,0
2018-07-05,AU,hobbies,12924,1,0
2018-07-06,AU,outdoor,7343,1,0
2018-07-06,CA,hiking,8809,1,0
2018-07-06,AU,hobbies,10563,1,0
2018-07-06,CA,camping,5105,1,0
2018-07-06,AU,retail,9905,1,0
2018-07-07,AU,hobbies,11881,1,0
2018-07-07,CA,camping,6845,1,0
2018-07-07,AU,retail,8193,1,0
2018-07-07,CA,hiking,9679,1,0
2018-07-07,AU,outdoor,7190,1,0
2018-07-08,CA,camping,5991,1,0
2018-07-08,AU,hobbies,12050,1,0
2018-07-08,AU,retail,6274,1,0
2018-07-08,CA,hiking,9674,1,0
2018-07-08,AU,outdoor,0,1,0
2018-07-09,CA,camping,5562,1,0
2018-07-09,AU,retail,6738,1,0
2018-07-09,AU,outdoor,5350,1,0
2018-07-09,AU,hobbies,9065,1,0
2018-07-09,CA,hiking,11260,1,0
2018-07-10,AU,hobbies,11242,1,0
2018-07-10,CA,camping,6833,1,0
2018-07-10,CA,hiking,9818,1,0
2018-07-10,AU,outdoor,7234,1,0
2018-07-10,AU,retail,9106,1,0
2018-07-11,AU,hobbies,12065,1,0
2018-07-11,CA,camping,6366,1,0
2018-07-11,AU,retail,7036,1,0
2018-07-11,AU,outdoor,7364,1,0
2018-07-11,CA,hiking,10519,1,0
2018-07-12,AU,outdoor,6814,1,0
2018-07-12,CA,camping,5360,1,0
2018-07-12,AU,hobbies,12168,1,0
2018-07-12,AU,retail,5991,1,0
2018-07-12,CA,hiking,11549,1,0
2018-07-13,CA,hiking,10159,1,0
2018-07-13,AU,retail,6877,1,0
2018-07-13,CA,camping,5582,1,0
2018-07-13,AU,hobbies,10085,1,0
2018-07-13,AU,outdoor,6787,1,0
2018-07-14,CA,camping,5168,1,0
2018-07-14,CA,hiking,9909,1,0
2018-07-14,AU,outdoor,6881,1,0
2018-07-14,AU,retail,7413,1,0
2018-07-14,AU,hobbies,11509,1,0
2018-07-15,AU,outdoor,6756,1,0
2018-07-15,CA,hiking,10719,1,0
2018-07-15,AU,retail,7207,1,0
2018-07-15,CA,camping,6021,1,0
2018-07-15,AU,hobbies,10932,1,0
2018-07-16,CA,camping,5296,1,0
2018-07-16,AU,outdoor,6510,1,0
2018-07-16,CA,hiking,10654,1,0
2018-07-16,AU,hobbies,11821,1,0
2018-07-16,AU,retail,7743,1,0
2018-07-17,AU,retail,7199,1,0
2018-07-17,AU,hobbies,10453,1,0
2018-07-17,AU,outdoor,6680,1,0
2018-07-17,CA,camping,5227,1,0
2018-07-17,CA,hiking,9299,1,0
2018-07-18,AU,hobbies,10762,1,0
2018-07-18,AU,outdoor,6796,1,0
2018-07-18,CA,camping,4352,1,0
2018-07-18,CA,hiking,9597,1,0
2018-07-18,AU,retail,5915,1,0
2018-07-19,AU,hobbies,9528,1,0
2018-07-19,AU,outdoor,5891,1,0
2018-07-19,CA,camping,5173,1,0
2018-07-19,CA,hiking,9340,1,0
2018-07-19,AU,retail,6770,1,0
2018-07-20,CA,hiking,10071,1,0
2018-07-20,AU,retail,7082,1,0
2018-07-20,AU,outdoor,7215,1,0
2018-07-20,AU,hobbies,10121,1,0
2018-07-20,CA,camping,5157,1,0
2018-07-21,CA,hiking,11628,1,0
2018-07-21,AU,outdoor,5982,1,0
2018-07-21,AU,hobbies,11614,1,0
2018-07-21,CA,camping,5201,1,0
2018-07-21,AU,retail,6499,1,0
2018-07-22,AU,outdoor,6036,1,0
2018-07-22,CA,camping,5305,1,0
2018-07-22,AU,retail,8150,1,0
2018-07-22,CA,hiking,11226,1,0
2018-07-22,AU,hobbies,11168,1,0
2018-07-23,AU,outdoor,7876,1,0
2018-07-23,CA,hiking,9307,1,0
2018-07-23,AU,hobbies,10906,1,0
2018-07-23,AU,retail,8071,1,0
2018-07-23,CA,camping,5915,1,0
2018-07-24,AU,retail,6357,1,0
2018-07-24,CA,hiking,9704,1,0
2018-07-24,CA,camping,5579,1,0
2018-07-24,AU,outdoor,7338,1,0
2018-07-24,AU,hobbies,12095,1,0
2018-07-25,CA,hiking,9724,1,0
2018-07-25,AU,outdoor,5023,1,0
2018-07-25,AU,retail,7287,1,0
2018-07-25,AU,hobbies,12679,1,0
2018-07-25,CA,camping,5949,1,0
2018-07-26,CA,camping,4667,1,0
2018-07-26,AU,retail,9044,1,0
2018-07-26,AU,outdoor,6655,1,0
2018-07-26,AU,hobbies,9970,1,0
2018-07-26,CA,hiking,12120,1,0
2018-07-27,AU,hobbies,10375,1,0
2018-07-27,AU,outdoor,6041,1,0
2018-07-27,CA,hiking,11166,1,0
2018-07-27,CA,camping,5530,1,0
2018-07-27,AU,retail,7523,1,0
2018-07-28,CA,hiking,10749,1,0
2018-07-28,AU,hobbies,11675,1,0
2018-07-28,CA,camping,3517,1,0
2018-07-28,AU,outdoor,6485,1,0
2018-07-28,AU,retail,6751,1,0
2018-07-29,AU,retail,6031,1,0
2018-07-29,AU,outdoor,5403,1,0
2018-07-29,CA,hiking,8405,1,0
2018-07-29,CA,camping,4808,1,0
2018-07-29,AU,hobbies,11485,1,0
2018-07-30,AU,retail,8170,1,0
2018-07-30,AU,hobbies,10848,1,0
2018-07-30,CA,hiking,9523,1,0
2018-07-30,CA,camping,6511,1,0
2018-07-30,AU,outdoor,7426,1,0
2018-07-31,CA,camping,6463,1,0
2018-07-31,CA,hiking,9597,1,0
2018-07-31,AU,outdoor,5655,1,0
2018-07-31,AU,hobbies,12439,1,0
2018-07-31,AU,retail,6178,1,0
2018-08-01,CA,camping,5477,1,0
2018-08-01,CA,hiking,9040,1,0
2018-08-01,AU,retail,5996,1,0
2018-08-01,AU,hobbies,10692,1,0
2018-08-01,AU,outdoor,5731,1,0
2018-08-02,AU,retail,6601,1,0
2018-08-02,CA,camping,4667,1,0
2018-08-02,CA,hiking,9862,1,0
2018-08-02,AU,outdoor,6078,1,0
2018-08-02,AU,hobbies,11130,1,0
2018-08-03,AU,retail,7203,1,0
2018-08-03,CA,camping,6766,1,0
2018-08-03,CA,hiking,9067,1,0
2018-08-03,AU,outdoor,5693,1,0
2018-08-03,AU,hobbies,11867,1,0
2018-08-04,AU,outdoor,7009,1,0
2018-08-04,CA,hiking,10752,1,0
2018-08-04,AU,hobbies,10352,1,0
2018-08-04,CA,camping,6803,1,0
2018-08-04,AU,retail,6986,1,0
2018-08-05,CA,hiking,9029,1,0
2018-08-05,AU,hobbies,11474,1,0
2018-08-05,AU,retail,5494,1,0
2018-08-05,AU,outdoor,6464,1,0
2018-08-05,CA,camping,4551,1,0
2018-08-06,CA,camping,7676,1,0
2018-08-06,AU,retail,6865,1,0
2018-08-06,CA,hiking,9483,1,0
2018-08-06,AU,outdoor,5520,1,0
2018-08-06,AU,hobbies,10107,1,0
2018-08-07,CA,camping,6202,1,0
2018-08-07,AU,hobbies,1054,1,0
2018-08-07,AU,outdoor,5929,1,0
2018-08-07,CA,hiking,8581,1,0
2018-08-07,AU,retail,5808,1,0
2018-08-08,AU,retail,7692,1,0
2018-08-08,AU,hobbies,10750,1,0
2018-08-08,CA,camping,6599,1,0
2018-08-08,CA,hiking,9943,1,0
2018-08-08,AU,outdoor,4529,1,0
2018-08-09,AU,hobbies,9729,1,0
2018-08-09,AU,retail,5840,1,0
2018-08-09,CA,hiking,9490,1,0
2018-08-09,CA,camping,7944,1,0
2018-08-09,AU,outdoor,4860,1,0
2018-08-10,AU,hobbies,9777,1,0
2018-08-10,AU,outdoor,6308,1,0
2018-08-10,AU,retail,7254,1,0
2018-08-10,CA,camping,6847,1,0
2018-08-10,CA,hiking,9498,1,0
2018-08-11,AU,hobbies,9009,1,0
2018-08-11,CA,camping,7892,1,0
2018-08-11,AU,retail,6870,1,0
2018-08-11,CA,hiking,9659,1,0
2018-08-11,AU,outdoor,5602,1,0
2018-08-12,AU,hobbies,10236,1,0
2018-08-12,AU,retail,6892,1,0
2018-08-12,AU,outdoor,4603,1,0
2018-08-12,CA,camping,6141,1,0
2018-08-12,CA,hiking,9214,1,0
2018-08-13,AU,hobbies,10463,1,0
2018-08-13,AU,retail,6282,1,0
2018-08-13,CA,camping,7441,1,0
2018-08-13,AU,outdoor,5041,1,0
2018-08-13,CA,hiking,11207,1,0
2018-08-14,CA,camping,0,1,0
2018-08-14,AU,retail,7066,1,0
2018-08-14,AU,hobbies,13037,1,0
2018-08-14,AU,outdoor,4811,1,0
2018-08-14,CA,hiking,10333,1,0
2018-08-15,AU,hobbies,10398,1,0
2018-08-15,AU,outdoor,6458,1,0
2018-08-15,CA,hiking,9480,1,0
2018-08-15,CA,camping,7073,1,0
2018-08-15,AU,retail,5017,1,0
2018-08-16,CA,hiking,9671,1,0
2018-08-16,AU,hobbies,10892,1,0
2018-08-16,AU,retail,5347,1,0
2018-08-16,AU,outdoor,5381,1,0
2018-08-16,CA,camping,7512,1,0
2018-08-17,AU,hobbies,9871,1,0
2018-08-17,CA,hiking,9786,1,0
2018-08-17,AU,retail,6480,1,0
2018-08-17,AU,outdoor,5911,1,0
2018-08-17,CA,camping,8916,1,0
2018-08-18,CA,camping,9328,1,0
2018-08-18,AU,hobbies,9881,1,0
2018-08-18,AU,retail,5307,1,0
2018-08-18,AU,outdoor,4884,1,0
2018-08-18,CA,hiking,8932,1,0
2018-08-19,AU,hobbies,10800,1,0
2018-08-19,AU,outdoor,5598,1,0
2018-08-19,CA,camping,7115,1,0
2018-08-19,CA,hiking,9460,1,0
2018-08-19,AU,retail,4809,1,0
2018-08-20,AU,outdoor,3916,1,0
2018-08-20,CA,hiking,9888,1,0
2018-08-20,AU,retail,4882,1,0
2018-08-20,AU,hobbies,10343,1,0
2018-08-20,CA,camping,8810,1,0
2018-08-21,AU,hobbies,10787,1,0
2018-08-21,AU,retail,5981,1,0
2018-08-21,AU,outdoor,6313,1,0
2018-08-21,CA,hiking,9184,1,0
2018-08-21,CA,camping,8008,1,0
2018-08-22,CA,camping,8614,1,0
2018-08-22,AU,retail,4277,1,0
2018-08-22,CA,hiking,10674,1,0
2018-08-22,AU,hobbies,10664,1,0
2018-08-22,AU,outdoor,5853,1,0
2018-08-23,CA,camping,8273,1,0
2018-08-23,AU,outdoor,3587,1,0
2018-08-23,AU,retail,5049,1,0
2018-08-23,AU,hobbies,9875,1,0
2018-08-23,CA,hiking,10035,1,0
2018-08-24,AU,retail,6142,1,0
2018-08-24,AU,outdoor,4366,1,0
2018-08-24,CA,hiking,9291,1,0
2018-08-24,AU,hobbies,10700,1,0
2018-08-24,CA,camping,6992,1,0
2018-08-25,CA,hiking,9994,1,0
2018-08-25,AU,retail,4629,1,0
2018-08-25,AU,hobbies,10865,1,0
2018-08-25,AU,outdoor,2888,1,0
2018-08-25,CA,camping,8774,1,0
2018-08-26,AU,retail,6089,1,0
2018-08-26,AU,hobbies,10603,1,0
2018-08-26,CA,hiking,10736,1,0
2018-08-26,CA,camping,9064,1,0
2018-08-26,AU,outdoor,3013,1,0
2018-08-27,AU,retail,5626,1,0
2018-08-27,AU,hobbies,11091,1,0
2018-08-27,CA,hiking,9287,1,0
2018-08-27,AU,outdoor,4503,1,0
2018-08-27,CA,camping,6918,1,0
2018-08-28,CA,camping,8886,1,0
2018-08-28,AU,hobbies,9879,1,0
2018-08-28,AU,retail,6199,1,0
2018-08-28,AU,outdoor,3946,1,0
2018-08-28,CA,hiking,10090,1,0
2018-08-29,AU,outdoor,3927,1,0
2018-08-29,CA,camping,8183,1,0
2018-08-29,AU,retail,4695,1,0
2018-08-29,AU,hobbies,8509,1,0
2018-08-29,CA,hiking,10998,1,0
2018-08-30,CA,camping,8990,1,0
2018-08-30,AU,hobbies,11221,1,0
2018-08-30,AU,retail,2239,1,0
2018-08-30,CA,hiking,8157,1,0
2018-08-30,AU,outdoor,3793,1,0
2018-08-31,CA,camping,9726,1,0
2018-08-31,AU,outdoor,3798,1,0
2018-08-31,AU,hobbies,10736,1,0
2018-08-31,AU,retail,5956,1,0
2018-08-31,CA,hiking,11007,1,0
2018-09-01,CA,camping,9324,1,0
2018-09-01,AU,hobbies,10585,1,0
2018-09-01,AU,retail,4302,1,0
2018-09-01,CA,hiking,10648,1,0
2018-09-01,AU,outdoor,3070,1,0
2018-09-02,AU,outdoor,3145,1,0
2018-09-02,CA,camping,9549,1,0
2018-09-02,AU,retail,4209,1,0
2018-09-02,CA,hiking,10061,1,0
2018-09-02,AU,hobbies,10471,1,0
2018-09-03,AU,retail,5425,1,0
2018-09-03,CA,camping,9349,1,0
2018-09-03,CA,hiking,10878,1,0
2018-09-03,AU,hobbies,10332,1,0
2018-09-03,AU,outdoor,4800,1,0
2018-09-04,CA,hiking,11110,1,0
2018-09-04,AU,retail,4111,1,0
2018-09-04,CA,camping,9269,1,0
2018-09-04,AU,hobbies,10200,1,0
2018-09-04,AU,outdoor,2995,1,0
2018-09-05,AU,retail,4328,1,0
2018-09-05,CA,camping,9308,1,0
2018-09-05,AU,hobbies,10415,1,0
2018-09-05,CA,hiking,10152,1,0
2018-09-05,AU,outdoor,3336,1,0
2018-09-06,CA,hiking,11328,1,0
2018-09-06,CA,camping,9336,1,0
2018-09-06,AU,retail,4406,1,0
2018-09-06,AU,hobbies,9821,1,0
2018-09-06,AU,outdoor,3256,1,0
2018-09-07,CA,camping,10255,1,0
2018-09-07,AU,hobbies,9742,1,0
2018-09-07,AU,outdoor,3624,1,0
2018-09-07,CA,hiking,12266,1,0
2018-09-07,AU,retail,4357,1,0
2018-09-08,CA,camping,8390,1,0
2018-09-08,AU,hobbies,10547,1,0
2018-09-08,AU,retail,3304,1,0
2018-09-08,CA,hiking,12133,1,0
2018-09-08,AU,outdoor,3148,1,0
2018-09-09,AU,retail,4741,1,0
2018-09-09,AU,hobbies,8978,1,0
2018-09-09,AU,outdoor,4206,1,0
2018-09-09,CA,hiking,10760,1,0
2018-09-09,CA,camping,9449,1,0
2018-09-10,AU,retail,4206,1,0
2018-09-10,AU,hobbies,11118,1,0
2018-09-10,AU,outdoor,3435,1,0
2018-09-10,CA,hiking,13523,1,0
2018-09-10,CA,camping,8588,1,0
2018-09-11,AU,retail,4406,1,0
2018-09-11,AU,hobbies,10709,1,0
2018-09-11,CA,hiking,10846,1,0
2018-09-11,CA,camping,8421,1,0
2018-09-11,AU,outdoor,3678,1,0
2018-09-12,CA,camping,7532,1,0
2018-09-12,AU,outdoor,3057,1,0
2018-09-12,AU,retail,4105,1,0
2018-09-12,CA,hiking,10948,1,0
2018-09-12,AU,hobbies,10935,1,0
2018-09-13,CA,camping,7625,1,0
2018-09-13,AU,outdoor,3268,1,0
2018-09-13,AU,hobbies,9860,1,0
2018-09-13,AU,retail,3945,1,0
2018-09-13,CA,hiking,11455,1,0
2018-09-14,AU,hobbies,10141,1,0
2018-09-14,AU,retail,4175,1,0
2018-09-14,CA,hiking,13674,1,0
2018-09-14,CA,camping,9701,1,0
2018-09-14,AU,outdoor,4427,1,0
2018-09-15,AU,retail,4629,1,0
2018-09-15,AU,outdoor,2640,1,0
2018-09-15,CA,camping,8251,1,0
2018-09-15,CA,hiking,12363,1,0
2018-09-15,AU,hobbies,9741,1,0
2018-09-16,AU,retail,4574,1,0
2018-09-16,AU,outdoor,3766,1,0
2018-09-16,CA,hiking,12795,1,0
2018-09-16,CA,camping,7165,1,0
2018-09-16,AU,hobbies,8982,1,0
2018-09-17,AU,hobbies,11117,1,0
2018-09-17,CA,camping,7314,1,0
2018-09-17,AU,outdoor,3566,1,0
2018-09-17,CA,hiking,12742,1,0
2018-09-17,AU,retail,4168,1,0
2018-09-18,CA,camping,8567,1,0
2018-09-18,AU,hobbies,10881,1,0
2018-09-18,AU,outdoor,3002,1,0
2018-09-18,AU,retail,4409,1,0
2018-09-18,CA,hiking,12121,1,0
2018-09-19,AU,retail,3519,1,0
2018-09-19,CA,hiking,11958,1,0
2018-09-19,AU,outdoor,2128,1,0
2018-09-19,CA,camping,7523,1,0
2018-09-19,AU,hobbies,7074,1,0
2018-09-20,CA,camping,8855,1,0
2018-09-20,CA,hiking,12333,1,0
2018-09-20,AU,hobbies,9115,1,0
2018-09-20,AU,retail,4461,1,0
2018-09-20,AU,outdoor,3367,1,0
2018-09-21,AU,retail,4086,1,0
2018-09-21,CA,camping,5888,1,0
2018-09-21,AU,outdoor,3682,1,0
2018-09-21,CA,hiking,12448,1,0
