index,country,year,gdp,infrate,trade,schooling,invest60,invest70,invest80,industry,gdp_growth
9,Netherlands,2000,28467,2.52378,,45.4,,,,26.79898,6.801981
9,Netherlands,2001,30359,4.534231,,,,,,26.62816,6.646292
9,Netherlands,2002,31284,3.467068,,,,,,25.82768,3.0468724
9,Netherlands,2003,31792,2.11464,,,,,,,1.6238333
10,Norway,1960,1713,,73.68096,21.3,,,,,
10,Norway,1961,1823,2.451108,72.13998,,,,,,6.4214826
10,Norway,1962,1905,5.268516,69.34479,,,,,,4.4980803
10,Norway,1963,1991,2.587041,70.4398,,,,,,4.514436
10,Norway,1964,2112,5.679944,71.78108,,,,,,6.077348
10,Norway,1965,2268,4.25959,71.81725,22.4,,,,,7.3863635
10,Norway,1966,2417,3.251337,72.5338,,,,,,6.569665
10,Norway,1967,2620,4.433395,74.773056,,,,,,8.398842
10,Norway,1968,2784,3.471534,73.59362,,,,,,6.259542
10,Norway,1969,3035,3.067485,72.03036,,,,,,9.015804
10,Norway,1970,3213,10.56548,74.13993,31.1,,,,,5.864909
10,Norway,1971,3523,6.258412,73.00291,,,,,31.94468,9.648304
10,Norway,1972,3814,7.219759,70.42838,,,,,32.23043,8.260006
10,Norway,1973,4138,7.44241,76.504845,,,,,32.27221,8.495018
10,Norway,1974,4728,9.414514,83.27903,,,,,33.08653,14.258096
10,Norway,1975,5458,11.70707,78.767204,34.8,,,,34.62412,15.439932
10,Norway,1976,6116,9.175756,79.932335,,,,,34.2097,12.055698
10,Norway,1977,6742,9.043156,78.69983,,,,,34.0764,10.235448
10,Norway,1978,7412,8.151506,72.255005,,,,,35.43352,9.937704
10,Norway,1979,8354,4.759825,77.27374,,,,,38.27974,12.709121
10,Norway,1980,9557,10.89621,80.33016,39.3,0.33696,0.37418,31.594,40.38873,14.400288
10,Norway,1981,10548,13.63705,79.648895,,,,,40.68092,10.369363
10,Norway,1982,11205,11.37206,78.18887,,,,,40.84821,6.228669
10,Norway,1983,12022,8.411048,76.31546,,,,,42.04797,7.2913876
10,Norway,1984,13220,6.279108,77.48017,,,,,43.46854,9.965064
10,Norway,1985,14354,5.665824,78.744705,41.0,,,,42.85285,8.577912
10,Norway,1986,15184,7.186768,72.85357,,,,,36.27047,5.7823606
10,Norway,1987,15823,8.725932,67.695114,,,,,35.80692,4.2083774
10,Norway,1988,16299,6.698484,67.40089,,,,,34.0042,3.008279
10,Norway,1989,17043,4.555442,73.29363,,,,,35.5254,4.5646973
10,Norway,1990,18004,4.113033,74.73464,69.6,,,,35.66044,5.6386786
10,Norway,1991,19212,3.420683,72.62285,,,,,34.55202,6.70962
10,Norway,1992,20185,2.342116,69.54725,,,,,34.17055,5.064543
10,Norway,1993,21088,2.271489,70.1258,,,,,33.76404,4.473619
10,Norway,1994,22534,1.398555,70.58623,,,,,34.25858,6.8569803
10,Norway,1995,23874,2.456405,70.1032,66.7,,,,35.35278,5.9465694
10,Norway,1996,26263,1.258694,72.61958,,,,,37.7201,10.006701
10,Norway,1997,27776,2.580741,75.46217,,,,,38.2629,5.7609563
10,Norway,1998,27294,2.255686,74.28209,,,,,33.82029,-1.735311
10,Norway,1999,30011,2.333139,,,,,,35.71146,9.954569
10,Norway,2000,36273,3.086068,,62.5,,,,42.95295,20.865683
10,Norway,2001,37078,3.017378,,,,,,40.8742,2.2192817
10,Norway,2002,36617,1.288146,,,,,,37.90837,-1.2433249
10,Norway,2003,37245,2.475397,,,,,,37.51624,1.7150503
12,Switzerland,1960,3387,,53.2535,21.8,,,,,
12,Switzerland,1961,3625,1.845371,54.59318,,,,,,7.0268674
12,Switzerland,1962,3788,4.315616,54.494743,,,,,,4.4965515
12,Switzerland,1963,3946,3.439719,53.69223,,,,,,4.1710668
12,Switzerland,1964,4158,3.081314,53.660713,,,,,,5.372529
12,Switzerland,1965,4360,3.414517,55.15859,22.3,,,,,4.8581047
12,Switzerland,1966,4575,4.776131,55.518734,,,,,,4.931193
12,Switzerland,1967,4790,4.021478,54.613895,,,,,,4.6994534
12,Switzerland,1968,5138,2.412351,56.837097,,,,,,7.265136
12,Switzerland,1969,5645,2.489007,60.69416,,,,,,9.867653
12,Switzerland,1970,6382,3.616027,63.589043,38.0,,,,36.26636,13.055801
12,Switzerland,1971,6938,6.573013,60.33389,,,,,35.98696,8.712003
12,Switzerland,1972,7406,6.660192,58.819286,,,,,35.70756,6.7454596
12,Switzerland,1973,7998,8.755041,59.54798,,,,,35.42816,7.993519
12,Switzerland,1974,8800,9.766747,63.37842,,,,,35.148766,10.027507
12,Switzerland,1975,8934,6.696453,56.723125,36.4,,,,34.776234,1.5227273
12,Switzerland,1976,9368,1.715862,60.432114,,,,,34.496834,4.8578463
12,Switzerland,1977,10240,1.28527,66.90281,,,,,34.217438,9.308284
12,Switzerland,1978,11003,1.055814,64.06974,,,,,33.938038,7.451172
12,Switzerland,1979,12189,3.647643,67.3141,,,,,33.658638,10.778878
12,Switzerland,1980,13853,4.022026,72.832115,54.3,0.33524,0.33744,30.963999,32.87,13.651653
12,Switzerland,1981,15338,6.490219,72.369865,,,,,32.69,10.7197
12,Switzerland,1982,15963,5.655212,67.87426,,,,,32.2,4.0748467
12,Switzerland,1983,16611,2.967687,68.349434,,,,,31.9,4.059387
12,Switzerland,1984,17710,2.911208,72.16822,,,,,31.92,6.616098
12,Switzerland,1985,18812,3.429986,74.65241,53.6,,,,32.01,6.222473
12,Switzerland,1986,19458,0.7407407,70.621994,,,,,31.89,3.4339783
12,Switzerland,1987,20120,1.447964,69.58219,,,,,31.46,3.4021995
12,Switzerland,1988,21334,1.884478,71.42004,,,,,31.61,6.0337973
12,Switzerland,1989,22965,3.162964,75.54489,,,,,31.69,7.6450734
12,Switzerland,1990,24518,5.37874,72.00161,53.8,,,,31.34,6.7624645
12,Switzerland,1991,24840,5.879392,68.58638,,,,,30.79,1.3133209
12,Switzerland,1992,25141,4.041076,67.86861,,,,,29.99,1.2117553
12,Switzerland,1993,25427,3.271797,66.71021,,,,,29.58,1.137584
12,Switzerland,1994,26031,0.8584071,66.58563,,,,,30.41,2.3754277
12,Switzerland,1995,26485,1.798719,66.15726,54.8,,,,29.83,1.7440743
12,Switzerland,1996,26394,0.8188244,67.94028,,,,,28.81,-0.3435907
12,Switzerland,1997,27850,0.5215012,75.34065,,,,,28.19,5.516405
12,Switzerland,1998,28835,0.0170097,,,,,,27.43,3.5368042
12,Switzerland,1999,28887,0.8248299,,,,,,27.43,0.1803364
12,Switzerland,2000,30461,1.543392,,55.0,,,,26.76,5.4488177
12,Switzerland,2001,30806,0.9883721,,,,,,27.35,1.1325958
12,Switzerland,2002,32751,0.6415001,,,,,,26.78,6.313705
12,Switzerland,2003,33516,0.6292392,,,,,,26.45,2.3358066
14,Japan,1960,1010,,20.954344,30.9,,,,,
14,Japan,1961,1143,5.404726,20.123087,,,,,,13.168317
14,Japan,1962,1262,6.773193,18.671103,,,,,,10.411199
14,Japan,1963,1374,7.66138,18.86199,,,,,,8.874802
14,Japan,1964,1546,3.838174,19.13273,,,,,,12.518195
14,Japan,1965,1647,6.593407,19.600803,36.7,,,,,6.5329885
14,Japan,1966,1889,5.079663,19.557243,,,,,,14.693382
14,Japan,1967,2133,3.977881,19.05209,,,,,,12.916887
14,Japan,1968,2496,5.369703,19.074675,,,,,,17.018284
14,Japan,1969,2917,5.242592,19.484798,,,,,,16.866987
14,Japan,1970,3293,7.673267,20.330492,33.0,,,,,12.8899555
14,Japan,1971,3575,6.416972,20.702047,,,,,45.17072,8.56362
14,Japan,1972,3988,4.824022,18.85861,,,,,44.57824,11.552447
14,Japan,1973,4491,11.64593,20.046917,,,,,45.35773,12.612839
14,Japan,1974,4778,23.15457,27.945053,,,,,43.6329,6.3905587
14,Japan,1975,5300,11.78279,25.552427,38.1,,,,41.40548,10.925074
14,Japan,1976,5768,9.349221,26.312096,,,,,41.4841,8.830189
14,Japan,1977,6344,8.158704,24.552519,,,,,40.43694,9.986131
14,Japan,1978,7084,4.210798,20.499784,,,,,40.69216,11.664565
14,Japan,1979,8027,3.730788,24.038239,,,,,40.60047,13.311688
14,Japan,1980,8931,7.778707,28.280386,39.9,0.31988,0.41958,34.986,41.00015,11.261991
14,Japan,1981,9986,4.911308,28.64903,,,,,40.91642,11.812787
14,Japan,1982,10813,2.736976,28.356134,,,,,40.32062,8.281594
14,Japan,1983,11346,1.882329,26.096989,,,,,39.47266,4.9292517
14,Japan,1984,12064,2.27158,27.261158,,,,,39.83451,6.3282213
14,Japan,1985,12978,2.023692,25.541183,41.9,,,,39.59441,7.57626
14,Japan,1986,13590,0.6192549,18.744871,,,,,39.01246,4.7156725
14,Japan,1987,14425,0.125012,17.556202,,,,,38.94236,6.1442237
14,Japan,1988,15862,0.6723012,17.794943,,,,,39.11177,9.961872
14,Japan,1989,17269,2.280099,19.78006,,,,,39.04401,8.870256
14,Japan,1990,18815,3.059416,20.64731,44.5,,,,39.36253,8.952458
14,Japan,1991,20055,3.240112,18.73083,,,,,39.02355,6.5904865
14,Japan,1992,20648,1.72701,17.88268,,,,,37.85884,2.9568686
14,Japan,1993,21122,1.28404,16.31121,,,,,36.38006,2.2956219
14,Japan,1994,21757,0.7062027,16.44124,,,,,34.92773,3.006344
14,Japan,1995,22551,-0.126732,17.31402,46.8,,,,34.21719,3.6494002
14,Japan,1996,23714,0.1353523,19.33235,,,,,33.91785,5.1571994
14,Japan,1997,24478,1.731858,20.9999,,,,,33.71395,3.2217255
14,Japan,1998,24429,0.6560372,21.144987,,,,,32.70455,-0.20017976
14,Japan,1999,24709,-0.3382559,,,,,,32.42955,1.1461787
14,Japan,2000,26015,-0.6705298,,47.9,,,,32.23116,5.2855234
14,Japan,2001,26619,-0.7333944,,,,,,30.96192,2.3217375
14,Japan,2002,27196,-0.9151205,,,,,,30.39852,2.1676247
14,Japan,2003,28071,-0.2541942,,,,,,,3.2173848
16,Greece,1960,707,,21.31253,7.9,,,,,
16,Greece,1961,1028,1.934236,21.17232,,,,,,45.40311
16,Greece,1962,1049,-0.3795066,21.926023,,,,,,2.0428016
16,Greece,1963,1188,2.857143,23.088087,,,,,,13.250715
16,Greece,1964,1316,0.9259259,23.294668,,,,,,10.774411
16,Greece,1965,1492,3.119266,24.24564,9.8,,,,,13.37386
16,Greece,1966,1634,4.982206,24.71656,,,,,,9.5174265
16,Greece,1967,1754,1.694915,23.642069,,,,,,7.343941
16,Greece,1968,1967,0.3333333,23.103203,,,,,,12.143672
16,Greece,1969,2298,2.491694,23.465282,,,,,,16.827656
16,Greece,1970,2631,2.917342,23.462626,10.6,,,,,14.490862
16,Greece,1971,2988,2.992126,23.728756,,,,,36.11808,13.568985
16,Greece,1972,3383,4.281345,26.185028,,,,,36.32357,13.219544
16,Greece,1973,3844,15.54252,32.533947,,,,,36.53494,13.626958
16,Greece,1974,3907,26.90355,34.34081,,,,,34.11115,1.6389178
16,Greece,1975,4505,13.36667,35.980827,12.9,,,,33.06773,15.305861
16,Greece,1976,5024,13.31226,35.668255,,,,,33.04417,11.520533
16,Greece,1977,5417,12.16996,34.588295,,,,,33.73073,7.822452
16,Greece,1978,6138,12.53253,34.652,,,,,32.86337,13.30995
16,Greece,1979,6781,19.04615,35.082428,,,,,34.10898,10.475725
16,Greece,1980,7374,24.87481,38.590443,19.7,0.26566,0.34258,24.002,32.9426,8.745023
16,Greece,1981,7870,24.45896,39.115353,,,,,32.57168,6.726336
16,Greece,1982,8204,20.91898,38.697323,,,,,30.66064,4.243964
16,Greece,1983,8388,20.24167,40.974976,,,,,31.3106,2.2428083
16,Greece,1984,8834,18.44896,42.330807,,,,,30.46173,5.3171196
16,Greece,1985,9297,19.30256,44.363792,23.7,,,,30.45694,5.2411137
16,Greece,1986,9525,23.02109,43.68021,,,,,31.09042,2.452404
16,Greece,1987,9548,16.38495,46.111313,,,,,29.96099,0.24146982
16,Greece,1988,10277,13.52675,44.246845,,,,,29.37481,7.635107
16,Greece,1989,11036,13.7,45.670357,,,,,28.5359,7.3854237
16,Greece,1990,11405,20.40457,44.88119,28.7,,,,28.19674,3.3436027
16,Greece,1991,11971,19.47285,43.14999,,,,,26.52802,4.9627357
16,Greece,1992,12198,15.8659,43.44936,,,,,25.66123,1.8962493
16,Greece,1993,12166,14.41449,41.30996,,,,,25.50778,-0.2623381
16,Greece,1994,12566,10.92279,40.28257,,,,,24.36351,3.2878513
16,Greece,1995,12991,8.937057,40.81808,31.8,,,,23.08669,3.3821423
16,Greece,1996,13418,8.196219,40.40134,,,,,23.02569,3.286891
16,Greece,1997,14127,5.538973,39.68484,,,,,21.59255,5.283947
16,Greece,1998,14665,4.766226,,,,,,22.34332,3.8083103
16,Greece,1999,15213,2.636783,,,,,,22.29584,3.7367883
16,Greece,2000,16272,3.150125,,33.8,,,,22.82801,6.9611516
16,Greece,2001,17332,3.374996,,,,,,23.48645,6.5142574
16,Greece,2002,19119,3.629228,,,,,,23.21043,10.310409
16,Greece,2003,20479,3.530557,,,,,,23.83001,7.113343
18,Portugal,1960,728,,37.35394,3.5,,,,,
18,Portugal,1961,783,1.549002,39.982895,,,,,,7.554945
18,Portugal,1962,848,2.662071,38.32179,,,,,,8.301405
18,Portugal,1963,905,2.021573,39.377365,,,,,,6.7216983
18,Portugal,1964,979,3.4,50.419785,,,,,,8.176796
18,Portugal,1965,1084,3.481625,52.902737,3.9,,,,,10.72523
18,Portugal,1966,1170,5.046729,52.805916,,,,,,7.9335794
18,Portugal,1967,1293,5.516014,51.5496,,,,,,10.51282
18,Portugal,1968,1475,6.070827,49.794838,,,,,,14.075792
18,Portugal,1969,1592,7.402512,48.176414,,,,,,7.9322033
18,Portugal,1970,1916,4.533333,50.211582,6.8,,,,,20.351759
18,Portugal,1971,2153,7.496075,51.907047,,,,,35.13776,12.36952
18,Portugal,1972,2420,8.94487,53.733257,,,,,35.94559,12.4013
18,Portugal,1973,2845,10.35523,54.887608,,,,,35.96346,17.561983
18,Portugal,1974,3048,27.96842,62.633427,,,,,37.54448,7.135325
18,Portugal,1975,3045,20.40816,48.222168,9.6,,,,35.2115,-0.098425195
18,Portugal,1976,3407,18.2499,43.775337,,,,,34.72538,11.888342
18,Portugal,1977,3784,27.19167,47.037315,,,,,34.72417,11.065454
18,Portugal,1978,4120,22.64299,47.753605,,,,,33.15321,8.879493
18,Portugal,1979,4663,23.53758,58.92996,,,,,31.94781,13.179611
18,Portugal,1980,5263,16.69189,62.97908,10.6,0.24082,0.29798,26.488,32.87777,12.867253
18,Portugal,1981,5812,20.04076,64.51057,,,,,33.93985,10.431313
18,Portugal,1982,6263,22.73022,64.73094,,,,,33.64522,7.759807
18,Portugal,1983,6479,25.10564,68.44718,,,,,34.49608,3.4488266
18,Portugal,1984,6570,28.78333,74.85384,,,,,32.84181,1.4045377
18,Portugal,1985,6959,19.6454,71.509995,13.7,,,,32.82258,5.920852
18,Portugal,1986,7414,11.76311,62.800735,,,,,30.64454,6.5382957
18,Portugal,1987,8126,9.343148,69.23901,,,,,30.37263,9.603453
18,Portugal,1988,9057,9.697048,73.42918,,,,,32.47451,11.457051
18,Portugal,1989,10042,12.61655,75.041565,,,,,32.34439,10.875566
18,Portugal,1990,10894,13.37246,75.17775,14.8,,,,31.71348,8.484365
18,Portugal,1991,11783,10.92623,69.90818,,,,,30.28444,8.160456
18,Portugal,1992,12219,8.941667,65.14225,,,,,30.2792,3.700246
18,Portugal,1993,12236,6.501951,62.44869,,,,,29.60257,0.13912758
18,Portugal,1994,12614,5.214394,65.60572,,,,,30.64367,3.0892448
18,Portugal,1995,13413,4.123148,68.57445,14.7,,,,31.49808,6.334232
18,Portugal,1996,13974,3.120697,69.22182,,,,,31.74154,4.1825094
18,Portugal,1997,14804,2.161612,71.54989,,,,,31.63949,5.939602
18,Portugal,1998,15401,2.71644,,,,,,31.13629,4.032694
18,Portugal,1999,16363,2.303886,,,,,,30.41585,6.2463474
18,Portugal,2000,17353,2.846721,,14.9,,,,29.99342,6.0502353
18,Portugal,2001,18071,4.394757,,,,,,29.39245,4.1376133
18,Portugal,2002,18799,3.545052,,,,,,28.68818,4.028554
18,Portugal,2003,17603,3.283333,,,,,,,-6.3620405
19,Spain,1960,1074,,16.249819,3.9,,,,,
19,Spain,1961,1201,2.005919,17.638802,,,,,,11.824953
19,Spain,1962,1335,5.634759,19.606129,,,,,,11.157369
19,Spain,1963,1467,8.804627,19.67972,,,,,,9.88764
19,Spain,1964,1554,6.950187,21.492392,,,,,,5.9304705
19,Spain,1965,1678,13.23638,22.708794,4.6,,,,,7.979408
19,Spain,1966,1841,6.194115,23.890324,,,,,,9.713945
19,Spain,1967,1954,6.414575,21.74692,,,,,,6.1379685
19,Spain,1968,2160,4.963315,24.657402,,,,,,10.542477
19,Spain,1969,2447,2.124452,26.033092,,,,,,13.287037
19,Spain,1970,2715,5.757617,27.450756,5.8,,,,,10.952187
19,Spain,1971,2951,8.236041,27.574125,,,,,40.66722,8.69245
19,Spain,1972,3293,8.289366,28.926592,,,,,41.69329,11.589292
19,Spain,1973,3710,11.39021,29.886894,,,,,42.23267,12.663225
19,Spain,1974,4227,15.71734,33.602974,,,,,43.1723,13.93531
19,Spain,1975,4600,16.92566,30.851402,8.2,,,,42.08322,8.824225
19,Spain,1976,4965,17.62931,31.890625,,,,,41.38425,7.9347825
19,Spain,1977,5364,24.52669,30.979395,,,,,40.52181,8.036254
19,Spain,1978,5761,19.78421,29.520868,,,,,39.43257,7.401193
19,Spain,1979,6188,15.66901,29.62632,,,,,38.96561,7.4119077
19,Spain,1980,6856,15.54989,33.522945,13.3,0.25176,0.31324,24.568,38.56755,10.795087
19,Spain,1981,7447,14.55704,37.425205,,,,,37.67302,8.620187
19,Spain,1982,7957,14.40796,38.388615,,,,,37.06181,6.8483953
19,Spain,1983,8378,12.17745,41.893536,,,,,36.7945,5.290939
19,Spain,1984,8812,11.27433,43.44701,,,,,35.9208,5.180234
19,Spain,1985,9259,8.817527,43.49968,17.6,,,,36.20907,5.072628
19,Spain,1986,9744,8.796503,37.577763,,,,,36.6543,5.238147
19,Spain,1987,10542,5.246259,38.542778,,,,,36.09407,8.189655
19,Spain,1988,11434,4.840479,38.839157,,,,,35.9314,8.461392
19,Spain,1989,12417,6.791468,39.452454,,,,,36.21816,8.597166
19,Spain,1990,13365,6.71794,37.50269,25.5,,,,35.47665,7.6346946
19,Spain,1991,14152,5.935327,37.40708,,,,,34.68851,5.888515
19,Spain,1992,14564,5.925724,38.03965,,,,,32.8619,2.9112494
19,Spain,1993,14699,4.568636,39.40948,,,,,31.16821,0.9269431
19,Spain,1994,15325,4.718468,44.39644,,,,,30.55055,4.258793
19,Spain,1995,16032,4.674753,47.8529,28.6,,,,30.98291,4.6133766
19,Spain,1996,16720,3.558506,50.0733,,,,,30.45867,4.291417
19,Spain,1997,17420,1.970708,55.55865,,,,,30.4414,4.186603
19,Spain,1998,18479,1.833537,57.1253,,,,,30.19667,6.0792193
19,Spain,1999,19817,2.310672,,,,,,29.9892,7.2406516
19,Spain,2000,21074,3.432614,,30.7,,,,30.1937,6.343039
19,Spain,2001,22257,3.591101,,,,,,29.92884,5.613552
19,Spain,2002,23756,3.066777,,,,,,29.68476,6.7349596
19,Spain,2003,24812,3.033474,,,,,,29.58652,4.445193
20,Australia,1960,2373,,31.26644,50.4,,,,,
20,Australia,1961,2346,2.512132,29.821074,,,,,,-1.1378002
20,Australia,1962,2539,-0.278474,30.158545,,,,,,8.2267685
20,Australia,1963,2717,0.5305781,32.055397,,,,,,7.010634
20,Australia,1964,2873,2.361111,31.527285,,,,,,5.7416267
20,Australia,1965,2973,3.962008,31.035599,48.9,,,,,3.4806821
20,Australia,1966,3230,2.975724,29.973152,,,,,,8.644466
20,Australia,1967,3404,3.193916,30.114193,,,,,,5.3869967
20,Australia,1968,3788,2.652911,28.348595,,,,,,11.280846
20,Australia,1969,4162,2.919359,29.821142,,,,,,9.873284
20,Australia,1970,4490,3.906068,28.962433,48.3,,,,,7.8808265
20,Australia,1971,4677,6.063996,27.807472,,,,,37.29359,4.1648107
20,Australia,1972,5013,5.864979,27.70299,,,,,36.80088,7.1840925
20,Australia,1973,5595,9.465922,29.440403,,,,,35.43585,11.609815
20,Australia,1974,6024,15.11014,31.63861,,,,,36.88676,7.66756
20,Australia,1975,6683,15.07196,28.900406,47.0,,,,37.10455,10.939575
20,Australia,1976,7140,13.52391,31.207617,,,,,36.66529,6.8382463
20,Australia,1977,7482,12.30024,30.863096,,,,,35.99936,4.789916
20,Australia,1978,8272,7.923674,32.15132,,,,,35.65282,10.558674
20,Australia,1979,9174,9.090001,34.95831,,,,,35.81057,10.904255
20,Australia,1980,10203,10.12658,33.86125,47.5,0.3173,0.31798,29.696,37.0267,11.216481
20,Australia,1981,11513,9.691745,33.173725,,,,,35.92434,12.839361
20,Australia,1982,11537,11.14551,31.657738,,,,,34.74367,0.20846
20,Australia,1983,12300,10.11356,30.678139,,,,,34.8257,6.6135044
20,Australia,1984,13120,3.950185,34.641,,,,,35.29966,6.6666665
20,Australia,1985,14019,6.739049,35.246246,48.4,,,,35.07288,6.852134
20,Australia,1986,14537,9.084532,34.7444,,,,,32.77786,3.6949854
20,Australia,1987,15554,8.488746,34.72344,,,,,31.35881,6.995941
20,Australia,1988,16524,7.231772,34.083694,,,,,29.87518,6.236338
20,Australia,1989,17255,7.559425,34.358536,,,,,29.96091,4.423868
20,Australia,1990,17322,7.27226,34.46177,48.4,,,,28.9668,0.38829324
20,Australia,1991,17652,3.22268,35.23764,,,,,28.168,1.9050918
20,Australia,1992,18496,0.9859155,37.69257,,,,,27.97166,4.7813277
20,Australia,1993,19432,1.81311,38.35179,,,,,28.00918,5.0605536
20,Australia,1994,20583,1.894977,39.71843,,,,,28.13992,5.923219
20,Australia,1995,21773,4.638136,40.15326,48.6,,,,27.82765,5.7814703
20,Australia,1996,22562,2.61242,39.97738,,,,,27.10232,3.6237543
20,Australia,1997,23649,0.2504174,42.1768,,,,,27.07669,4.8178353
20,Australia,1998,24853,0.8534554,41.36496,,,,,26.28313,5.0911245
20,Australia,1999,26283,1.465428,,,,,,26.19073,5.7538323
20,Australia,2000,27403,4.475183,,43.6,,,,25.56668,4.2613096
20,Australia,2001,28492,4.380841,,,,,,25.4391,3.9740174
20,Australia,2002,29819,3.003171,,,,,,25.94952,4.657448
20,Australia,2003,31273,2.770735,,,,,,,4.8760858
21,New Zealand,1960,2545,,52.548824,58.0,,,,,
21,New Zealand,1961,2659,1.830283,52.94457,,,,,,4.4793715
21,New Zealand,1962,2713,2.696079,48.803684,,,,,,2.0308387
21,New Zealand,1963,2866,1.909308,53.84496,,,,,,5.6395135
21,New Zealand,1964,3001,3.434817,50.79603,,,,,,4.7103977
21,New Zealand,1965,3224,3.396226,44.781643,54.3,,,,,7.430856
21,New Zealand,1966,3481,2.773723,45.967167,,,,,,7.971464
21,New Zealand,1967,3360,6.107955,39.779766,,,,,,-3.4760127
21,New Zealand,1968,3489,4.283802,44.663773,,,,,,3.8392856
21,New Zealand,1969,3969,4.878049,46.908524,,,,,,13.757524
21,New Zealand,1970,4136,6.548347,48.324024,54.5,,,,,4.207609
21,New Zealand,1971,4438,10.30303,45.481525,,,,,34.0294,7.3017406
21,New Zealand,1972,4780,6.776557,47.43124,,,,,33.20894,7.706174
21,New Zealand,1973,5335,8.233276,49.573406,,,,,32.4518,11.610879
21,New Zealand,1974,6041,11.25198,55.458515,,,,,35.5166,13.233364
21,New Zealand,1975,6382,14.52991,54.889248,57.1,,,,34.52904,5.6447606
21,New Zealand,1976,6748,16.79104,57.889282,,,,,34.71202,5.7348795
21,New Zealand,1977,6867,14.58999,56.796474,,,,,32.95466,1.7634854
21,New Zealand,1978,7301,11.89591,55.041866,,,,,32.50108,6.3200817
21,New Zealand,1979,7915,13.70432,61.897545,,,,,32.65749,8.409807
21,New Zealand,1980,8656,17.09277,62.08681,46.1,0.26664,0.29516,25.522,32.18576,9.361971
21,New Zealand,1981,9736,15.34623,62.446667,,,,,34.01445,12.476894
21,New Zealand,1982,10687,16.1709,62.351555,,,,,34.55593,9.767872
21,New Zealand,1983,11262,7.35568,61.913372,,,,,33.40371,5.3803687
21,New Zealand,1984,12141,6.201214,70.57388,,,,,34.58643,7.805008
21,New Zealand,1985,12556,15.39404,64.61287,46.6,,,,33.26814,3.4181697
21,New Zealand,1986,13085,13.21782,55.48104,,,,,31.91995,4.213125
21,New Zealand,1987,13402,15.74115,52.397793,,,,,30.22941,2.4226213
21,New Zealand,1988,13569,6.375142,50.625256,,,,,28.58743,1.2460827
21,New Zealand,1989,14124,7.490603,53.819305,,,,,29.19099,4.0902057
21,New Zealand,1990,14420,5.506608,54.53501,24.1,,,,27.92192,2.0957236
21,New Zealand,1991,14252,1.670146,56.42813,,,,,27.3392,-1.1650486
21,New Zealand,1992,14679,1.026694,61.14054,,,,,27.11838,2.9960706
21,New Zealand,1993,15605,1.422764,59.26334,,,,,27.06921,6.3083315
21,New Zealand,1994,16686,2.40481,60.43647,,,,,27.76848,6.927267
21,New Zealand,1995,17402,3.739837,58.59611,26.6,,,,26.99032,4.2910223
21,New Zealand,1996,17879,2.298851,57.03107,,,,,26.74216,2.7410643
21,New Zealand,1997,18510,1.174668,57.1321,,,,,26.50679,3.5292802
21,New Zealand,1998,18669,1.287229,,,,,,25.27657,0.85899514
21,New Zealand,1999,19937,-0.1245951,,,,,,25.51298,6.792008
21,New Zealand,2000,20789,2.619761,,26.3,,,,25.29168,4.2734613
21,New Zealand,2001,21825,2.625821,,,,,,,4.9834046
21,New Zealand,2002,22662,2.677091,,,,,,,3.8350515
21,New Zealand,2003,23728,1.753576,,,,,,,4.7039094
