abb,year,turnout,policy_edr,policy_mail_in,policy_motor
MO,1956,68.50790405273438,0.0,0.0,0.0
MO,1960,71.75155639648438,0.0,0.0,0.0
MO,1964,65.63687896728516,0.0,0.0,0.0
MO,1968,63.643150329589844,0.0,0.0,0.0
MO,1972,57.18254470825195,0.0,0.0,0.0
MO,1976,58.0047492980957,0.0,0.0,0.0
MO,1980,59.06678009033203,0.0,0.0,0.0
MO,1984,58.09605407714844,0.0,0.0,0.0
MO,1988,55.777801513671875,0.0,0.0,0.0
MO,1992,61.70539474487305,0.0,0.0,0.0
MO,1996,53.66438293457031,0.0,1.0,1.0
MO,2000,56.625823974609375,0.0,1.0,1.0
MO,2004,62.900001525878906,0.0,1.0,1.0
MO,2008,64.9000015258789,0.0,1.0,1.0
MO,2012,59.5,0.0,1.0,1.0
MT,1920,58.665016174316406,0.0,0.0,0.0
MT,1924,56.17759323120117,0.0,0.0,0.0
MT,1928,61.44557189941406,0.0,0.0,0.0
MT,1932,66.38260650634766,0.0,0.0,0.0
MT,1936,67.57861328125,0.0,0.0,0.0
MT,1940,69.60847473144531,0.0,0.0,0.0
MT,1944,57.18175506591797,0.0,0.0,0.0
MT,1948,60.75478744506836,0.0,0.0,0.0
MT,1952,70.53854370117188,0.0,0.0,0.0
MT,1956,70.91907501220703,0.0,0.0,0.0
MT,1960,71.35707092285156,0.0,0.0,0.0
MT,1964,70.46737670898438,0.0,0.0,0.0
MT,1968,68.2936782836914,0.0,0.0,0.0
MT,1972,67.43163299560547,0.0,1.0,0.0
MT,1976,64.20585632324219,0.0,1.0,0.0
MT,1980,65.57693481445312,0.0,1.0,0.0
MT,1984,68.17800903320312,0.0,1.0,0.0
MT,1988,63.86551284790039,0.0,1.0,0.0
MT,1992,68.89029693603516,0.0,1.0,1.0
MT,1996,64.2021713256836,0.0,1.0,1.0
MT,2000,61.14653015136719,0.0,1.0,1.0
MT,2004,63.400001525878906,0.0,1.0,1.0
MT,2008,65.0999984741211,1.0,1.0,1.0
MT,2012,61.599998474121094,1.0,1.0,1.0
NE,1920,49.910980224609375,0.0,0.0,0.0
NE,1924,59.13111877441406,0.0,0.0,0.0
NE,1928,68.11178588867188,0.0,0.0,0.0
NE,1932,69.76038360595703,0.0,0.0,0.0
NE,1936,73.52896118164062,0.0,0.0,0.0
NE,1940,73.61845397949219,0.0,0.0,0.0
NE,1944,66.55824279785156,0.0,0.0,0.0
NE,1948,57.14915084838867,0.0,0.0,0.0
NE,1952,70.90447998046875,0.0,0.0,0.0
NE,1956,67.19361877441406,0.0,0.0,0.0
NE,1960,71.45629119873047,0.0,0.0,0.0
NE,1964,66.95941925048828,0.0,0.0,0.0
NE,1968,60.538002014160156,0.0,0.0,0.0
NE,1972,55.86902618408203,0.0,0.0,0.0
NE,1976,56.18046188354492,0.0,0.0,0.0
NE,1980,56.9486198425293,0.0,0.0,0.0
NE,1984,57.526397705078125,0.0,0.0,0.0
NE,1988,57.81539535522461,0.0,1.0,0.0
NE,1992,62.94651794433594,0.0,1.0,0.0
NE,1996,55.691898345947266,0.0,1.0,1.0
NE,2000,56.48452377319336,0.0,1.0,1.0
NE,2004,59.79999923706055,0.0,1.0,1.0
NE,2008,59.400001525878906,0.0,1.0,1.0
NE,2012,56.79999923706055,0.0,1.0,1.0
NV,1920,64.87789154052734,0.0,0.0,0.0
NV,1924,54.42213821411133,0.0,0.0,0.0
NV,1928,56.85364532470703,0.0,0.0,0.0
NV,1932,65.03148651123047,0.0,0.0,0.0
NV,1936,63.05907440185547,0.0,0.0,0.0
NV,1940,70.55810546875,0.0,0.0,0.0
NV,1944,61.568817138671875,0.0,0.0,0.0
NV,1948,61.61691665649414,0.0,0.0,0.0
NV,1952,68.07234191894531,0.0,0.0,0.0
NV,1956,65.38801574707031,0.0,0.0,0.0
NV,1960,61.29542922973633,0.0,0.0,0.0
NV,1964,60.515193939208984,0.0,0.0,0.0
NV,1968,56.573001861572266,0.0,0.0,0.0
NV,1972,51.057865142822266,0.0,0.0,0.0
NV,1976,48.1804313659668,0.0,0.0,0.0
NV,1980,41.72808074951172,0.0,0.0,0.0
NV,1984,39.68770980834961,0.0,0.0,0.0
NV,1988,40.81476593017578,0.0,0.0,1.0
NV,1992,49.58070755004883,0.0,1.0,1.0
NV,1996,37.028900146484375,0.0,1.0,1.0
NV,2000,40.99853515625,0.0,1.0,1.0
NV,2004,47.29999923706055,0.0,1.0,1.0
NV,2008,48.400001525878906,0.0,1.0,1.0
NV,2012,48.70000076293945,0.0,1.0,1.0
NH,1920,58.303436279296875,0.0,0.0,0.0
NH,1924,58.565086364746094,0.0,0.0,0.0
NH,1928,67.88644409179688,0.0,0.0,0.0
NH,1932,68.44160461425781,0.0,0.0,0.0
NH,1936,69.74166870117188,0.0,0.0,0.0
NH,1940,72.39073181152344,0.0,0.0,0.0
NH,1944,68.30149841308594,0.0,0.0,0.0
NH,1948,66.66275024414062,0.0,0.0,0.0
NH,1952,76.5124740600586,0.0,0.0,0.0
NH,1956,73.17518615722656,0.0,0.0,0.0
NH,1960,79.29249572753906,0.0,0.0,0.0
NH,1964,71.34513854980469,0.0,0.0,0.0
NH,1968,69.27505493164062,0.0,0.0,0.0
NH,1972,63.99521255493164,0.0,0.0,0.0
NH,1976,59.68840026855469,0.0,0.0,0.0
NH,1980,57.91704559326172,0.0,0.0,0.0
NH,1984,53.27460861206055,0.0,0.0,0.0
NH,1988,56.527774810791016,0.0,0.0,0.0
NH,1992,63.22836685180664,0.0,0.0,0.0
NH,1996,55.92729187011719,1.0,0.0,0.0
NH,2000,61.44096755981445,1.0,0.0,0.0
NH,2004,68.4000015258789,1.0,0.0,0.0
NH,2008,69.5999984741211,1.0,0.0,0.0
NH,2012,67.80000305175781,1.0,0.0,0.0
NJ,1920,46.52968215942383,0.0,0.0,0.0
NJ,1924,49.942508697509766,0.0,0.0,0.0
NJ,1928,64.53211212158203,0.0,0.0,0.0
NJ,1932,63.26387023925781,0.0,0.0,0.0
NJ,1936,67.28392028808594,0.0,0.0,0.0
NJ,1940,69.58837127685547,0.0,0.0,0.0
NJ,1944,64.54222106933594,0.0,0.0,0.0
NJ,1948,59.97526550292969,0.0,0.0,0.0
NJ,1952,70.01270294189453,0.0,0.0,0.0
NJ,1956,67.90633392333984,0.0,0.0,0.0
NJ,1960,71.82362365722656,0.0,0.0,0.0
NJ,1964,69.4164810180664,0.0,0.0,0.0
NJ,1968,66.23807525634766,0.0,0.0,0.0
NJ,1972,59.84882354736328,0.0,0.0,0.0
NJ,1976,58.250667572021484,0.0,1.0,0.0
NJ,1980,55.371864318847656,0.0,1.0,0.0
NJ,1984,57.49580001831055,0.0,1.0,0.0
NJ,1988,53.26259231567383,0.0,1.0,0.0
NJ,1992,55.63440704345703,0.0,1.0,0.0
NJ,1996,49.865074157714844,0.0,1.0,1.0
NJ,2000,50.376651763916016,0.0,1.0,1.0
NJ,2004,55.20000076293945,0.0,1.0,1.0
NJ,2008,58.20000076293945,0.0,1.0,1.0
NJ,2012,53.29999923706055,0.0,1.0,1.0
NM,1920,65.39118194580078,0.0,0.0,0.0
NM,1924,61.48988342285156,0.0,0.0,0.0
NM,1928,57.343502044677734,0.0,0.0,0.0
NM,1932,65.79436492919922,0.0,0.0,0.0
NM,1936,65.63568878173828,0.0,0.0,0.0
NM,1940,64.37445831298828,0.0,0.0,0.0
NM,1944,47.46559143066406,0.0,0.0,0.0
NM,1948,52.018672943115234,0.0,0.0,0.0
NM,1952,59.583953857421875,0.0,0.0,0.0
NM,1956,56.33681106567383,0.0,0.0,0.0
NM,1960,62.097206115722656,0.0,0.0,0.0
NM,1964,62.737457275390625,0.0,0.0,0.0
NM,1968,60.22837829589844,0.0,0.0,0.0
NM,1972,57.25979232788086,0.0,0.0,0.0
NM,1976,54.81447219848633,0.0,0.0,0.0
NM,1980,51.61051940917969,0.0,0.0,0.0
NM,1984,53.70713806152344,0.0,0.0,0.0
NM,1988,50.538631439208984,0.0,0.0,0.0
NM,1992,51.03940200805664,0.0,0.0,1.0
NM,1996,45.81966018676758,0.0,1.0,1.0
NM,2000,45.67858123779297,0.0,1.0,1.0
NM,2004,53.900001525878906,0.0,1.0,1.0
NM,2008,55.099998474121094,0.0,1.0,1.0
NM,2012,49.5,0.0,1.0,1.0
NY,1920,43.4583854675293,0.0,0.0,0.0
NY,1924,44.85956573486328,0.0,0.0,0.0
NY,1928,56.9056396484375,0.0,0.0,0.0
NY,1932,56.69770812988281,0.0,0.0,0.0
NY,1936,63.11378860473633,0.0,0.0,0.0
NY,1940,67.39656066894531,0.0,0.0,0.0
NY,1944,64.71772003173828,0.0,0.0,0.0
NY,1948,60.73464584350586,0.0,0.0,0.0
NY,1952,68.03560638427734,0.0,0.0,0.0
NY,1956,66.42253112792969,0.0,0.0,0.0
NY,1960,67.8253402709961,0.0,0.0,0.0
NY,1964,64.45069885253906,0.0,0.0,0.0
NY,1968,59.791709899902344,0.0,0.0,0.0
NY,1972,56.63540267944336,0.0,0.0,0.0
NY,1976,51.7681999206543,0.0,1.0,0.0
NY,1980,48.18927001953125,0.0,1.0,0.0
NY,1984,51.51069641113281,0.0,1.0,0.0
NY,1988,47.83401870727539,0.0,1.0,0.0
NY,1992,51.14459228515625,0.0,1.0,0.0
NY,1996,45.78391647338867,0.0,1.0,1.0
NY,2000,48.719337463378906,0.0,1.0,1.0
NY,2004,50.20000076293945,0.0,1.0,1.0
NY,2008,51.400001525878906,0.0,1.0,1.0
NY,2012,46.20000076293945,0.0,1.0,1.0
NC,1920,45.35246276855469,0.0,0.0,0.0
NC,1924,36.3034782409668,0.0,0.0,0.0
NC,1928,43.2324333190918,0.0,0.0,0.0
NC,1932,43.93309783935547,0.0,0.0,0.0
NC,1936,47.312808990478516,0.0,0.0,0.0
NC,1940,42.64521789550781,0.0,0.0,0.0
NC,1944,37.97236251831055,0.0,0.0,0.0
NC,1948,35.404212951660156,0.0,0.0,0.0
NC,1952,51.301536560058594,0.0,0.0,0.0
NC,1956,47.40705871582031,0.0,0.0,0.0
NC,1960,53.52193832397461,0.0,0.0,0.0
NC,1964,52.10175323486328,0.0,0.0,0.0
NC,1968,54.49684143066406,0.0,0.0,0.0
NC,1972,43.33319854736328,0.0,0.0,0.0
NC,1976,44.27192687988281,0.0,0.0,0.0
NC,1980,43.987510681152344,0.0,0.0,0.0
NC,1984,47.91127014160156,0.0,0.0,1.0
NC,1988,43.90090560913086,0.0,0.0,1.0
NC,1992,49.891658782958984,0.0,0.0,1.0
NC,1996,44.447669982910156,0.0,1.0,1.0
NC,2000,47.90242385864258,0.0,1.0,1.0
NC,2004,53.900001525878906,0.0,1.0,1.0
NC,2008,60.70000076293945,0.0,1.0,1.0
NC,2012,60.20000076293945,0.0,1.0,1.0
OH,1920,57.238948822021484,0.0,0.0,0.0
OH,1924,53.45170593261719,0.0,0.0,0.0
OH,1928,62.518104553222656,0.0,0.0,0.0
OH,1932,61.81260299682617,0.0,0.0,0.0
OH,1936,68.41375732421875,0.0,0.0,0.0
OH,1940,72.42537689208984,0.0,0.0,0.0
OH,1944,64.84320831298828,0.0,0.0,0.0
OH,1948,57.10797119140625,0.0,0.0,0.0
OH,1952,68.63065338134766,0.0,0.0,0.0
OH,1956,65.92774200439453,0.0,0.0,0.0
OH,1960,71.27691650390625,0.0,0.0,0.0
OH,1964,65.64778137207031,0.0,0.0,0.0
OH,1968,63.32072067260742,0.0,0.0,0.0
OH,1972,57.24972915649414,0.0,0.0,0.0
OH,1976,55.56922912597656,0.0,0.0,0.0
OH,1980,55.60954284667969,0.0,1.0,0.0
OH,1984,58.198970794677734,0.0,1.0,1.0
OH,1988,55.06782913208008,0.0,1.0,1.0
OH,1992,60.75579833984375,0.0,1.0,1.0
OH,1996,54.646026611328125,0.0,1.0,1.0
OH,2000,55.54764938354492,0.0,1.0,1.0
OH,2004,65.0999984741211,0.0,1.0,1.0
OH,2008,65.0999984741211,0.0,1.0,1.0
OH,2012,62.70000076293945,0.0,1.0,1.0
OK,1920,43.13645553588867,0.0,0.0,0.0
OK,1924,44.34145736694336,0.0,0.0,0.0
OK,1928,49.2645263671875,0.0,0.0,0.0
OK,1932,54.05517578125,0.0,0.0,0.0
OK,1936,56.102725982666016,0.0,0.0,0.0
OK,1940,60.342857360839844,0.0,0.0,0.0
OK,1944,52.58015441894531,0.0,0.0,0.0
OK,1948,52.30849075317383,0.0,0.0,0.0
OK,1952,68.32791137695312,0.0,0.0,0.0
OK,1956,61.27562713623047,0.0,0.0,0.0
OK,1960,63.78178024291992,0.0,0.0,0.0
OK,1964,62.88771057128906,0.0,0.0,0.0
OK,1968,60.859962463378906,0.0,0.0,0.0
OK,1972,56.759437561035156,0.0,0.0,0.0
OK,1976,56.04161071777344,0.0,0.0,0.0
OK,1980,52.98193359375,0.0,0.0,0.0
OK,1984,56.42394256591797,0.0,0.0,0.0
OK,1988,51.3418083190918,0.0,0.0,0.0
OK,1992,58.95045471191406,0.0,0.0,0.0
OK,1996,49.085147857666016,0.0,1.0,1.0
OK,2000,48.24422073364258,0.0,1.0,1.0
OK,2004,55.29999923706055,0.0,1.0,1.0
OK,2008,52.79999923706055,0.0,1.0,1.0
OK,2012,46.20000076293945,0.0,1.0,1.0
OR,1920,53.173667907714844,0.0,0.0,0.0
OR,1924,53.98720932006836,0.0,0.0,0.0
OR,1928,54.52184295654297,0.0,0.0,0.0
OR,1932,57.01667404174805,0.0,0.0,0.0
OR,1936,59.35979080200195,0.0,0.0,0.0
OR,1940,64.31867218017578,0.0,0.0,0.0
OR,1944,56.51426315307617,0.0,0.0,0.0
OR,1948,55.1086311340332,0.0,0.0,0.0
OR,1952,68.41455078125,0.0,0.0,0.0
OR,1956,70.42737579345703,0.0,0.0,0.0
OR,1960,72.27045440673828,0.0,0.0,0.0
OR,1964,67.93718719482422,0.0,0.0,0.0
OR,1968,65.79014587402344,0.0,0.0,0.0
OR,1972,61.473731994628906,0.0,0.0,0.0
OR,1976,62.49247741699219,0.0,1.0,0.0
OR,1980,61.85947799682617,0.0,1.0,0.0
OR,1984,61.53321075439453,0.0,1.0,1.0
OR,1988,57.869659423828125,0.0,1.0,1.0
OR,1992,66.19709777832031,0.0,1.0,1.0
OR,1996,57.593841552734375,0.0,1.0,1.0
OR,2000,59.57381057739258,0.0,1.0,1.0
OR,2004,66.80000305175781,0.0,1.0,1.0
OR,2008,62.70000076293945,0.0,1.0,1.0
OR,2012,58.599998474121094,0.0,1.0,1.0
PA,1920,37.027099609375,0.0,0.0,0.0
PA,1924,40.756961822509766,0.0,0.0,0.0
PA,1928,57.02092361450195,0.0,0.0,0.0
PA,1932,49.32966995239258,0.0,0.0,0.0
PA,1936,68.13314819335938,0.0,0.0,0.0
PA,1940,64.21747589111328,0.0,0.0,0.0
PA,1944,57.40716552734375,0.0,0.0,0.0
PA,1948,54.375343322753906,0.0,0.0,0.0
PA,1952,65.2624740600586,0.0,0.0,0.0
PA,1956,64.82797241210938,0.0,0.0,0.0
PA,1960,70.51466369628906,0.0,0.0,0.0
PA,1964,66.94833374023438,0.0,0.0,0.0
PA,1968,64.94501495361328,0.0,0.0,0.0
PA,1972,55.953514099121094,0.0,0.0,0.0
PA,1976,54.51612854003906,0.0,1.0,0.0
PA,1980,52.17914581298828,0.0,1.0,0.0
PA,1984,54.56012725830078,0.0,1.0,0.0
PA,1988,50.30292892456055,0.0,1.0,0.0
PA,1992,54.25756072998047,0.0,1.0,0.0
PA,1996,48.66260528564453,0.0,1.0,1.0
PA,2000,52.487152099609375,0.0,1.0,1.0
PA,2004,60.599998474121094,0.0,1.0,1.0
PA,2008,61.29999923706055,0.0,1.0,1.0
PA,2012,57.099998474121094,0.0,1.0,1.0
RI,1920,45.60421371459961,0.0,0.0,0.0
RI,1924,53.946739196777344,0.0,0.0,0.0
RI,1928,57.7639045715332,0.0,0.0,0.0
RI,1932,61.64244842529297,0.0,0.0,0.0
RI,1936,68.68695068359375,0.0,0.0,0.0
RI,1940,67.40876770019531,0.0,0.0,0.0
RI,1944,59.88430404663086,0.0,0.0,0.0
RI,1948,62.07618713378906,0.0,0.0,0.0
RI,1952,76.9755630493164,0.0,0.0,0.0
RI,1956,71.88060760498047,0.0,0.0,0.0
RI,1960,75.09889221191406,0.0,0.0,0.0
RI,1964,69.60706329345703,0.0,0.0,0.0
RI,1968,66.27720642089844,0.0,0.0,0.0
RI,1972,61.822601318359375,0.0,0.0,0.0
RI,1976,62.11558151245117,0.0,0.0,0.0
RI,1980,59.086219787597656,0.0,0.0,0.0
RI,1984,55.96232223510742,0.0,0.0,0.0
RI,1988,53.02907180786133,0.0,0.0,0.0
RI,1992,57.951454162597656,0.0,0.0,0.0
RI,1996,49.310482025146484,0.0,1.0,1.0
RI,2000,51.10725021362305,0.0,1.0,1.0
RI,2004,52.900001525878906,0.0,1.0,1.0
RI,2008,57.099998474121094,0.0,1.0,1.0
RI,2012,53.400001525878906,0.0,1.0,1.0
SC,1920,9.1908597946167,0.0,0.0,0.0
SC,1924,6.643860340118408,0.0,0.0,0.0
SC,1928,8.566180229187012,0.0,0.0,0.0
SC,1932,12.228302001953125,0.0,0.0,0.0
SC,1936,12.511119842529297,0.0,0.0,0.0
SC,1940,10.068217277526855,0.0,0.0,0.0
SC,1944,9.796182632446289,0.0,0.0,0.0
SC,1948,12.741157531738281,0.0,0.0,0.0
SC,1952,29.056554794311523,0.0,0.0,0.0
SC,1956,24.63923454284668,0.0,0.0,0.0
SC,1960,30.54407501220703,0.0,0.0,0.0
SC,1964,38.97474670410156,0.0,0.0,0.0
SC,1968,46.74642562866211,0.0,0.0,0.0
SC,1972,38.57813262939453,0.0,0.0,0.0
SC,1976,41.866615295410156,0.0,0.0,0.0
SC,1980,40.78319549560547,0.0,0.0,0.0
SC,1984,41.50722885131836,0.0,0.0,0.0
SC,1988,39.617897033691406,0.0,1.0,0.0
SC,1992,46.30988693237305,0.0,1.0,0.0
SC,1996,40.67091369628906,0.0,1.0,1.0
SC,2000,46.09363555908203,0.0,1.0,1.0
SC,2004,50.70000076293945,0.0,1.0,1.0
SC,2008,55.29999923706055,0.0,1.0,1.0
SC,2012,53.79999923706055,0.0,1.0,1.0
SD,1920,50.550899505615234,0.0,0.0,0.0
SD,1924,55.00663375854492,0.0,0.0,0.0
SD,1928,68.77667999267578,0.0,0.0,0.0
SD,1932,74.67082214355469,0.0,0.0,0.0
SD,1936,76.55862426757812,0.0,0.0,0.0
SD,1940,79.45770263671875,0.0,0.0,0.0
SD,1944,58.99138259887695,0.0,0.0,0.0
SD,1948,62.73827362060547,0.0,0.0,0.0
SD,1952,73.678466796875,0.0,0.0,0.0
SD,1956,74.26114654541016,0.0,0.0,0.0
SD,1960,78.18546295166016,0.0,0.0,0.0
SD,1964,75.23562622070312,0.0,0.0,0.0
SD,1968,72.64049530029297,0.0,0.0,0.0
SD,1972,68.46659088134766,0.0,0.0,0.0
SD,1976,64.1104507446289,0.0,0.0,0.0
SD,1980,67.567626953125,0.0,0.0,0.0
SD,1984,64.86859130859375,0.0,0.0,0.0
SD,1988,63.024208068847656,0.0,0.0,0.0
SD,1992,66.13021087646484,0.0,0.0,0.0
SD,1996,61.060787200927734,0.0,1.0,1.0
SD,2000,57.27487564086914,0.0,1.0,1.0
SD,2004,66.9000015258789,0.0,1.0,1.0
SD,2008,63.400001525878906,0.0,1.0,1.0
SD,2012,57.70000076293945,0.0,1.0,1.0
TN,1920,36.42705535888672,0.0,0.0,0.0
TN,1924,23.583179473876953,0.0,0.0,0.0
TN,1928,26.533798217773438,0.0,0.0,0.0
TN,1932,26.464784622192383,0.0,0.0,0.0
TN,1936,29.871658325195312,0.0,0.0,0.0
TN,1940,30.614547729492188,0.0,0.0,0.0
TN,1944,28.123254776000977,0.0,0.0,0.0
TN,1948,28.58963394165039,0.0,0.0,0.0
TN,1952,44.58725357055664,0.0,0.0,0.0
TN,1956,45.88264465332031,0.0,0.0,0.0
TN,1960,50.25284194946289,0.0,0.0,0.0
TN,1964,51.84654998779297,0.0,0.0,0.0
TN,1968,53.815059661865234,0.0,0.0,0.0
TN,1972,43.60798645019531,0.0,1.0,0.0
TN,1976,50.19877624511719,0.0,1.0,0.0
TN,1980,49.137786865234375,0.0,1.0,0.0
TN,1984,49.77545166015625,0.0,1.0,0.0
TN,1988,45.61783218383789,0.0,1.0,0.0
TN,1992,52.35908126831055,0.0,1.0,0.0
TN,1996,46.89899826049805,0.0,1.0,1.0
TN,2000,48.38723373413086,0.0,1.0,1.0
TN,2004,54.099998474121094,0.0,1.0,1.0
TN,2008,54.5,0.0,1.0,1.0
TN,2012,49.400001525878906,0.0,1.0,1.0
TX,1920,20.090970993041992,0.0,0.0,0.0
TX,1924,23.990341186523438,0.0,0.0,0.0
TX,1928,23.16363525390625,0.0,0.0,0.0
TX,1932,25.781234741210938,0.0,0.0,0.0
TX,1936,23.395063400268555,0.0,0.0,0.0
TX,1940,26.96124267578125,0.0,0.0,0.0
TX,1944,27.30926513671875,0.0,0.0,0.0
TX,1948,25.143741607666016,0.0,0.0,0.0
TX,1952,42.39045333862305,0.0,0.0,0.0
TX,1956,37.48691940307617,0.0,0.0,0.0
TX,1960,41.775299072265625,0.0,0.0,0.0
TX,1964,44.16886901855469,0.0,0.0,0.0
TX,1968,48.415287017822266,0.0,1.0,0.0
TX,1972,45.08449935913086,0.0,1.0,0.0
TX,1976,48.062843322753906,0.0,1.0,0.0
TX,1980,45.76877975463867,0.0,1.0,0.0
TX,1984,49.91249084472656,0.0,1.0,0.0
TX,1988,46.36776351928711,0.0,1.0,0.0
TX,1992,48.40519332885742,0.0,1.0,0.0
TX,1996,40.5485954284668,0.0,1.0,1.0
TX,2000,42.81731414794922,0.0,1.0,1.0
TX,2004,45.400001525878906,0.0,1.0,1.0
TX,2008,45.5,0.0,1.0,1.0
TX,2012,41.70000076293945,0.0,1.0,1.0
UT,1920,68.5736312866211,0.0,0.0,0.0
UT,1924,67.26376342773438,0.0,0.0,0.0
UT,1928,69.49351501464844,0.0,0.0,0.0
UT,1932,75.5907211303711,0.0,0.0,0.0
UT,1936,74.49462127685547,0.0,0.0,0.0
UT,1940,80.34554290771484,0.0,0.0,0.0
UT,1944,72.81967163085938,0.0,0.0,0.0
UT,1948,73.96302032470703,0.0,0.0,0.0
UT,1952,81.27423095703125,0.0,0.0,0.0
UT,1956,76.47421264648438,0.0,0.0,0.0
UT,1960,80.06602478027344,0.0,0.0,0.0
UT,1964,78.67727661132812,0.0,0.0,0.0
UT,1968,76.88645935058594,0.0,0.0,0.0
UT,1972,68.11046600341797,0.0,0.0,0.0
UT,1976,70.01526641845703,0.0,1.0,0.0
UT,1980,65.59739685058594,0.0,1.0,0.0
UT,1984,63.55267333984375,0.0,1.0,0.0
UT,1988,61.00828552246094,0.0,1.0,0.0
UT,1992,63.092437744140625,0.0,1.0,0.0
UT,1996,49.42135238647461,0.0,1.0,1.0
UT,2000,50.89262008666992,0.0,1.0,1.0
UT,2004,54.70000076293945,0.0,1.0,1.0
UT,2008,51.79999923706055,0.0,1.0,1.0
UT,2012,51.400001525878906,0.0,1.0,1.0
VT,1920,42.55165100097656,0.0,0.0,0.0
VT,1924,47.86374282836914,0.0,0.0,0.0
VT,1928,61.83676528930664,0.0,0.0,0.0
VT,1932,61.71665954589844,0.0,0.0,0.0
VT,1936,63.863651275634766,0.0,0.0,0.0
VT,1940,62.73630905151367,0.0,0.0,0.0
VT,1944,54.071693420410156,0.0,0.0,0.0
VT,1948,52.358734130859375,0.0,0.0,0.0
VT,1952,64.99280548095703,0.0,0.0,0.0
VT,1956,65.48155212402344,0.0,0.0,0.0
VT,1960,72.43160247802734,0.0,0.0,0.0
VT,1964,67.11481475830078,0.0,0.0,0.0
VT,1968,63.29529571533203,0.0,0.0,0.0
VT,1972,60.811092376708984,0.0,0.0,0.0
VT,1976,56.067684173583984,0.0,0.0,0.0
VT,1980,58.27841567993164,0.0,0.0,0.0
VT,1984,60.536556243896484,0.0,0.0,0.0
VT,1988,59.50212860107422,0.0,0.0,0.0
VT,1992,67.68701934814453,0.0,0.0,0.0
VT,1996,58.12382888793945,0.0,0.0,0.0
VT,2000,63.79914474487305,0.0,1.0,1.0
VT,2004,65.0,0.0,1.0,1.0
VT,2008,66.0,0.0,1.0,1.0
VT,2012,59.29999923706055,0.0,1.0,1.0
VA,1920,21.65628433227539,0.0,0.0,0.0
VA,1924,19.279285430908203,0.0,0.0,0.0
VA,1928,24.349205017089844,0.0,0.0,0.0
VA,1932,21.97519302368164,0.0,0.0,0.0
VA,1936,22.82884407043457,0.0,0.0,0.0
VA,1940,22.00007438659668,0.0,0.0,0.0
VA,1944,22.128742218017578,0.0,0.0,0.0
VA,1948,21.659658432006836,0.0,0.0,0.0
VA,1952,29.747581481933594,0.0,0.0,0.0
VA,1956,31.754003524780273,0.0,0.0,0.0
VA,1960,33.352745056152344,0.0,0.0,0.0
VA,1964,41.62740707397461,0.0,0.0,0.0
VA,1968,50.4686393737793,0.0,0.0,0.0
VA,1972,45.35467529296875,0.0,0.0,0.0
VA,1976,48.26774597167969,0.0,0.0,0.0
VA,1980,48.19297409057617,0.0,0.0,0.0
VA,1984,51.15605545043945,0.0,0.0,0.0
VA,1988,48.481605529785156,0.0,0.0,0.0
VA,1992,53.14888000488281,0.0,0.0,0.0
VA,1996,47.597930908203125,0.0,1.0,1.0
VA,2000,51.29807662963867,0.0,1.0,1.0
VA,2004,56.20000076293945,0.0,1.0,1.0
VA,2008,61.79999923706055,0.0,1.0,1.0
VA,2012,60.79999923706055,0.0,1.0,1.0
WA,1920,50.911380767822266,0.0,0.0,0.0
WA,1924,48.23501968383789,0.0,0.0,0.0
WA,1928,51.913394927978516,0.0,0.0,0.0
WA,1932,58.736637115478516,0.0,0.0,0.0
WA,1936,61.8238410949707,0.0,0.0,0.0
WA,1940,66.54190826416016,0.0,0.0,0.0
WA,1944,63.92268753051758,0.0,0.0,0.0
WA,1948,60.894264221191406,0.0,0.0,0.0
WA,1952,69.2967758178711,0.0,0.0,0.0
WA,1956,69.55518341064453,0.0,0.0,0.0
WA,1960,72.26844787597656,0.0,0.0,0.0
WA,1964,67.87346649169922,0.0,0.0,0.0
WA,1968,65.54175567626953,0.0,0.0,0.0
WA,1972,63.4122428894043,0.0,0.0,0.0
WA,1976,61.41073989868164,0.0,0.0,0.0
WA,1980,58.25456237792969,0.0,0.0,0.0
WA,1984,57.92619705200195,0.0,0.0,0.0
WA,1988,53.561607360839844,0.0,0.0,0.0
WA,1992,60.83464813232422,0.0,0.0,1.0
WA,1996,55.372901916503906,0.0,1.0,1.0
WA,2000,56.78710174560547,0.0,1.0,1.0
WA,2004,60.79999923706055,0.0,1.0,1.0
WA,2008,60.29999923706055,0.0,1.0,1.0
WA,2012,58.29999923706055,0.0,1.0,1.0
WV,1920,67.14905548095703,0.0,0.0,0.0
WV,1924,71.52320861816406,0.0,0.0,0.0
WV,1928,73.65322875976562,0.0,0.0,0.0
WV,1932,79.62159729003906,0.0,0.0,0.0
WV,1936,82.9712905883789,0.0,0.0,0.0
WV,1940,81.37714385986328,0.0,0.0,0.0
WV,1944,64.53885650634766,0.0,0.0,0.0
WV,1948,65.06149291992188,0.0,0.0,0.0
WV,1952,75.6916275024414,0.0,0.0,0.0
WV,1956,74.27790069580078,0.0,0.0,0.0
WV,1960,77.35742950439453,0.0,0.0,0.0
WV,1964,73.54132080078125,0.0,0.0,0.0
WV,1968,70.42073059082031,0.0,0.0,0.0
WV,1972,62.56864929199219,0.0,0.0,0.0
WV,1976,58.77760314941406,0.0,0.0,0.0
WV,1980,53.073020935058594,0.0,0.0,0.0
WV,1984,53.54901123046875,0.0,1.0,0.0
WV,1988,48.11115646362305,0.0,1.0,0.0
